customer_id,annual_income,total_debt,debt_to_income_ratio,missed_debt_payments
2040,1498472,1414349,0.943860813,2
2041,969367,1700550,1.754289139,2
2042,1593167,420358,0.263850557,1
2043,330236,929894,2.815846849,1
2044,505470,1318124,2.607719548,3
2045,1204636,1764760,1.464973652,1
2046,1293229,1775857,1.373196085,0
2047,1396154,966834,0.692498106,4
2048,1578336,1825668,1.156704276,5
2049,1120697,1988417,1.774268156,1
2050,1714184,1654955,0.9654477,3
2051,1173235,620108,0.528545432,5
2052,1852890,1696866,0.915794246,0
2053,1013812,498445,0.491654271,2
2054,1891033,1295832,0.685250866,5
2055,1748694,510901,0.292161464,0
2056,1949331,733569,0.376318337,3
2057,1094789,1380764,1.261214718,3
2058,469312,1165942,2.484364346,0
2059,764388,919567,1.203010775,5
2060,992083,241449,0.243375806,3
2061,1972766,1015444,0.514731093,4
2062,1766557,283922,0.160720543,3
2063,1807706,1348493,0.745969201,4
2064,1777238,851753,0.479256577,1
2065,748359,350163,0.467907782,3
2066,1568585,1421398,0.906165748,3
2067,1041693,1605583,1.541320715,1
2068,1718957,1215153,0.706912971,5
2069,1405216,1477364,1.051342996,1
2070,1716783,262677,0.153005359,0
2071,1421459,916190,0.644541981,2
2072,1760708,409037,0.232313933,5
2073,1289618,1786159,1.38502952,4
2074,1386899,429409,0.309618076,0
2075,1566389,707005,0.451359784,0
2076,1770968,1404630,0.793142507,4
2077,1473871,819079,0.555733168,0
2078,888432,572284,0.644150593,5
2079,307080,786456,2.561078546,1
2080,1656265,1632399,0.98559047,3
2081,823828,1023696,1.242608894,0
2082,1755349,1410648,0.803628224,5
2083,1879430,1030979,0.548559404,2
2084,1797617,1258025,0.699829274,0
2085,798895,1249352,1.563850068,3
2086,1625805,162343,0.099853919,0
2087,1564973,1533283,0.979750449,1
2088,1065377,548354,0.514704185,3
2089,1652488,1154034,0.698361501,4
2090,715525,990107,1.383748995,4
2091,1397592,589411,0.421733238,5
2092,1231154,1863418,1.51355395,5
2093,1747910,925156,0.529292698,4
2094,1106002,1156444,1.045607512,4
2095,783162,748900,0.956251708,1
2096,1042959,774675,0.742766494,1
2097,1811513,311078,0.171722753,4
2098,584231,1465501,2.508427317,5
2099,967412,889239,0.919193684,0
2100,851403,952844,1.119145692,1
2101,1307100,177513,0.135806748,1
2102,1611906,1350604,0.837892532,3
2103,374594,1855516,4.953405554,5
2104,793717,1135058,1.430053785,0
2105,567873,811683,1.429338954,3
2106,1584972,808931,0.510375578,4
2107,1519546,969712,0.638159029,2
2108,1991793,1256464,0.630820572,4
2109,1373930,355218,0.258541556,4
2110,654208,395805,0.605014002,0
2111,1293896,690872,0.533947087,4
2112,1213973,1850968,1.524719248,4
2113,1432633,728766,0.508689944,0
2114,1114235,1255060,1.126387162,5
2115,1304827,1432795,1.098072771,5
2116,776174,714244,0.92021119,1
2117,1187236,1308260,1.10193761,2
2118,442554,1976423,4.465947658,1
2119,1426304,606989,0.425567761,5
2120,688193,1320372,1.918607135,0
2121,1500356,1922683,1.281484528,0
2122,391684,1681146,4.292097711,4
2123,855533,665309,0.777654398,4
2124,1401055,1170145,0.835188483,0
2125,1302115,1843877,1.416063097,2
2126,1108642,1076391,0.970909455,2
2127,974164,929405,0.954053938,5
2128,940498,1238195,1.316531242,1
2129,1775882,830617,0.467720828,0
2130,768140,593415,0.772534955,4
2131,1919959,392031,0.204187173,1
2132,1227910,196263,0.159835004,0
2133,471620,127358,0.270043679,3
2134,1806002,1855856,1.027604621,2
2135,1034244,423867,0.409832689,0
2136,602209,1211978,2.012553781,0
2137,952583,167205,0.175528012,5
2138,1700632,661186,0.388788403,1
2139,1348725,1720360,1.275545423,2
2140,1285616,511003,0.397477163,4
2141,877154,322557,0.367731322,5
2142,1602215,110068,0.068697397,1
2143,1618974,1422284,0.878509476,1
2144,1228342,1881167,1.531468435,1
2145,509520,1681032,3.29924635,5
2146,1086186,1386282,1.276284172,1
2147,1663955,629812,0.378503024,0
2148,742835,420032,0.565444547,0
2149,1029551,128406,0.124720388,3
2150,886346,1143629,1.290273776,5
2151,1308845,131982,0.100838526,1
2152,688024,1805722,2.624504378,3
2153,426990,1813459,4.247076044,1
2154,1130459,1615903,1.429422031,0
2155,1209693,1609671,1.330644221,4
2156,1196142,401651,0.335788727,3
2157,1755579,142982,0.081444355,3
2158,1473455,956210,0.648957722,3
2159,1118471,1137619,1.0171198,0
2160,862295,433114,0.502280542,4
2161,525677,269590,0.512843438,2
2162,340142,1051133,3.090277002,3
2163,1304015,372389,0.285571102,3
2164,330187,1030776,3.121794619,4
2165,1262695,728841,0.577210649,2
2166,1616037,1243272,0.76933387,3
2167,1279823,976029,0.762628113,4
2168,870946,389633,0.447367575,4
2169,1541662,1219635,0.791116989,2
2170,1545256,1698775,1.099348587,0
2171,1360596,734218,0.539629692,1
2172,1513644,1780028,1.175988542,4
2173,1294505,1210608,0.935189899,2
2174,613826,1416636,2.30787878,0
2175,1938130,398058,0.205382508,4
2176,797978,328411,0.411553953,3
2177,382619,1989926,5.200802887,0
2178,1615382,758565,0.469588617,3
2179,1358735,1720958,1.266588408,2
2180,355963,1370859,3.851127786,5
2181,520247,723900,1.391454444,4
2182,351621,896027,2.548274989,5
2183,337712,1849070,5.475286635,2
2184,492353,1358530,2.759260124,1
2185,1959450,1569440,0.800959453,3
2186,1827010,311614,0.170559548,0
2187,936269,265700,0.283785963,3
2188,1936364,298285,0.154043868,2
2189,1331749,330212,0.247953631,2
2190,1271988,178323,0.14019236,2
2191,1713263,1735872,1.013196456,3
2192,1378996,649824,0.471229793,3
2193,1748553,338337,0.193495422,4
2194,1839257,1478282,0.803738684,2
2195,857153,841931,0.98224121,0
2196,983166,1298895,1.321134986,3
2197,1288738,1677282,1.301491847,5
2198,522915,618741,1.183253492,0
2199,1464422,1382108,0.943790793,5
2200,1887722,1879923,0.995868565,4
2201,832746,1850196,2.221801125,0
2202,1565963,1203988,0.768848306,1
2203,396492,608468,1.534628694,0
2204,1771196,614710,0.347059275,3
2205,920819,484639,0.526312989,0
2206,604583,1487110,2.459728441,3
2207,915277,905570,0.989394467,5
2208,1329572,1408954,1.059704928,3
2209,1432752,611975,0.427132539,1
2210,1132809,1887861,1.666530721,3
2211,380749,1704632,4.477049185,3
2212,738263,939216,1.272197035,5
2213,1937664,1427177,0.736545139,5
2214,1187514,451014,0.379796786,3
2215,314968,1274345,4.0459507,4
2216,854083,888635,1.040455085,1
2217,807170,1264652,1.566772799,4
2218,1967548,1235402,0.627889129,4
2219,691456,253795,0.367044324,5
2220,1471319,104990,0.071357741,4
2221,1394106,1232714,0.884232619,5
2222,866466,911410,1.051870472,3
2223,719467,1630938,2.26686978,2
2224,1752304,175433,0.100115619,3
2225,367357,598470,1.629123713,1
2226,621451,406304,0.653798932,5
2227,754585,1117394,1.480806006,5
2228,391521,1750881,4.471997671,1
2229,1487608,1373668,0.923407242,0
2230,1944553,1609098,0.827489917,3
2231,1464404,1706313,1.165192802,2
2232,443187,1044473,2.356732034,1
2233,1109623,1414609,1.274855514,4
2234,1318290,1680501,1.274758209,5
2235,1973286,1100469,0.557683478,1
2236,688057,848844,1.233682675,4
2237,1666670,551607,0.330963538,4
2238,1082922,1726224,1.594042784,0
2239,1594805,595552,0.373432489,0
2240,1956769,703810,0.359679656,0
2241,1676790,690423,0.411752813,0
2242,1099997,1731816,1.574382476,5
2243,1006137,1702937,1.692549822,0
2244,331352,479970,1.448520003,5
2245,344289,735176,2.135345596,2
2246,454054,522715,1.151217697,3
2247,1909745,132464,0.06936214,3
2248,1469394,706860,0.481055456,4
2249,1707601,678045,0.397074609,3
2250,1578384,193230,0.12242268,0
2251,1704437,1647235,0.966439358,4
2252,493352,934746,1.894683715,0
2253,1487569,766314,0.51514518,0
2254,1628106,555752,0.341348782,5
2255,1713214,1316763,0.768592248,4
2256,1156341,1319068,1.140725789,2
2257,1138983,1776875,1.560054013,4
2258,1937903,1247708,0.643844403,2
2259,1070958,1652467,1.54298021,3
2260,1831499,768053,0.419357586,4
2261,1958672,1242391,0.634302732,1
2262,1054789,1254601,1.189433147,3
2263,850241,110214,0.129626776,1
2264,740711,543446,0.733681557,0
2265,1220504,1265497,1.036864279,3
2266,735409,400085,0.544030601,0
2267,813498,1759678,2.163100585,2
2268,1648489,1073424,0.651156301,1
2269,1148357,442200,0.38507189,0
2270,1757377,1143715,0.650807994,2
2271,547046,1100184,2.011136175,0
2272,1378696,1859222,1.348536588,3
2273,1745046,985862,0.564949004,5
2274,910627,1055556,1.159152979,2
2275,1092983,117381,0.107395083,5
2276,1315429,1583529,1.203811836,2
2277,1879305,1741865,0.926866581,0
2278,1529039,1570328,1.027003235,0
2279,996033,845545,0.848912636,0
2280,1754809,702826,0.400514244,4
2281,1881820,1527848,0.811899119,2
2282,1357733,1447752,1.066300959,0
2283,858555,1541881,1.795902417,4
2284,1313780,1287171,0.979746228,2
2285,669952,112517,0.167947853,3
2286,1439353,801420,0.556791836,1
2287,354827,749156,2.111327492,2
2288,1925629,726826,0.377448615,1
2289,1363030,312573,0.229322172,3
2290,1762669,694273,0.393875991,5
2291,1829623,1885155,1.030351608,2
2292,1000403,175181,0.17511043,4
2293,1935818,1056620,0.545826106,2
2294,851471,468067,0.549715727,3
2295,1407666,569133,0.404309687,0
2296,1436991,798461,0.555647878,5
2297,450139,140181,0.31141714,3
2298,1007955,1007522,0.999570417,2
2299,1841255,1276788,0.693433555,4
2300,949057,1572682,1.657099626,2
2301,1453089,459023,0.315894622,0
2302,1588087,718439,0.452392722,4
2303,306056,1174819,3.838575293,4
2304,1270866,733859,0.577447976,2
2305,714023,934895,1.309334573,2
2306,808957,629306,0.777922683,1
2307,808184,705507,0.872953436,1
2308,1736245,1423290,0.819751821,3
2309,1897756,916516,0.482947228,2
2310,862686,1190292,1.379751149,5
2311,967171,1227695,1.269367051,4
2312,1317519,791517,0.600763253,4
2313,1665176,1232053,0.739893561,1
2314,761395,1773306,2.329022387,1
2315,909908,388698,0.427183847,3
2316,479054,1573772,3.285166182,0
2317,873410,1777933,2.035622445,4
2318,1524121,1554000,1.019604087,1
2319,1824041,1332484,0.730512088,4
2320,626185,1217334,1.944048484,1
2321,1853685,1134667,0.612114248,2
2322,1277695,592258,0.46353629,3
2323,1344739,464910,0.345725081,2
2324,1398342,194290,0.13894312,0
2325,1516457,737231,0.48615358,1
2326,1262803,513752,0.406834637,4
2327,1653573,385227,0.232966431,4
2328,555213,1926766,3.470318598,1
2329,1549215,1192149,0.769518111,4
2330,1323538,1272542,0.961469939,3
2331,868287,770000,0.886803557,0
2332,589341,137814,0.233844243,1
2333,496997,1863637,3.74979527,5
2334,967245,281320,0.290846683,4
2335,1261859,938197,0.74350383,2
2336,1086155,255732,0.235447059,4
2337,920973,744588,0.808479727,2
2338,1238153,1187271,0.958904917,1
2339,1948642,445698,0.228722362,4
2340,1101974,1138650,1.033282092,3
2341,1687835,168839,0.100032882,2
2342,750367,1472633,1.962550325,0
2343,1344614,1869960,1.390703949,1
2344,777304,995820,1.281120385,3
2345,673945,1801789,2.673495612,1
2346,1988602,1019314,0.512578183,4
2347,1634215,998422,0.610948988,1
2348,1564991,1446064,0.92400787,0
2349,1693586,610847,0.360682599,2
2350,611340,624376,1.02132365,4
2351,1845231,170577,0.092442084,1
2352,534902,463075,0.865719328,3
2353,1153839,1990679,1.72526583,1
2354,435277,383461,0.880958562,2
2355,741834,1538882,2.07442905,3
2356,1486783,837502,0.563298074,4
2357,1985196,222464,0.112061479,1
2358,1965709,1775491,0.903231862,4
2359,716220,1355978,1.8932423,0
2360,1166982,227689,0.195109265,2
2361,311830,1516488,4.863188276,5
2362,1985183,620977,0.312805923,2
2363,1557342,1498482,0.962204834,3
2364,654484,1231141,1.881086474,0
2365,607079,306631,0.505092418,2
2366,1114356,1320347,1.184852058,5
2367,400959,719301,1.793951501,4
2368,598563,1803978,3.013848166,4
2369,1828556,516434,0.282427227,2
2370,1803893,180999,0.100337991,3
2371,1233424,1698473,1.377039039,1
2372,639046,1129451,1.767401721,5
2373,677372,1243389,1.835607318,4
2374,1580665,1888804,1.194942635,2
2375,1694444,125204,0.073890905,1
2376,1961827,820960,0.418467072,0
2377,1646242,378815,0.230108939,0
2378,907702,923727,1.017654473,2
2379,1012977,1544831,1.525040549,3
2380,355926,1559506,4.381545602,2
2381,1095165,1498737,1.368503376,0
2382,1531639,1651079,1.077981822,0
2383,992367,688758,0.694055727,1
2384,1118102,1679763,1.502334313,0
2385,1399901,1983808,1.417105924,3
2386,817579,1163083,1.422594025,0
2387,541389,655998,1.211694364,5
2388,746495,1999536,2.678565831,5
2389,1922562,423600,0.220330996,0
2390,824734,1771264,2.14767913,3
2391,1726156,715690,0.414614902,5
2392,1606237,270237,0.168242296,5
2393,503714,1336454,2.65320003,0
2394,1883169,1539238,0.817365834,4
2395,1012594,566065,0.559024644,0
2396,1650818,1689124,1.023204254,1
2397,1639330,1590565,0.970253091,4
2398,1199740,256293,0.213623785,4
2399,623793,1999290,3.2050536,2
2400,1249449,1911436,1.529823146,0
2401,1430724,1314069,0.918464358,5
2402,792315,416735,0.525971362,2
2403,445393,1214923,2.727755039,3
2404,509732,175223,0.34375515,1
2405,1976595,1345769,0.680852173,3
2406,930185,374361,0.402458651,2
2407,649115,460343,0.709185583,3
2408,545777,1308197,2.396944173,1
2409,356273,1842760,5.172325717,0
2410,1468235,1186900,0.808385579,4
2411,854689,1949603,2.281067148,4
2412,1474321,792324,0.537416207,5
2413,1723776,1570237,0.910928682,1
2414,1926440,1670194,0.866984697,3
2415,1882205,1710835,0.908952532,5
2416,308723,1501420,4.86332408,4
2417,959841,1849265,1.926636808,3
2418,1779509,1871742,1.051830589,2
2419,1786116,657906,0.368344497,1
2420,1827217,614959,0.33655499,1
2421,710894,1411678,1.98577847,4
2422,1148084,1495614,1.302704332,3
2423,569187,1185318,2.082475531,2
2424,1434028,1524142,1.062839777,4
2425,1745720,273672,0.156767408,4
2426,1921255,418403,0.217775881,1
2427,556976,554873,0.996224254,1
2428,1431733,1111987,0.776672047,1
2429,1327526,1643879,1.238302677,1
2430,1691153,196943,0.116454868,1
2431,1416336,205478,0.145077157,0
2432,732666,1272545,1.736869187,4
2433,729290,1259188,1.726594359,1
2434,1318501,725220,0.550033713,3
2435,1587592,624020,0.393060686,1
2436,453054,375081,0.827894688,5
2437,446647,1807206,4.046161734,1
2438,786177,1553619,1.976169489,4
2439,811967,1770748,2.180812767,0
2440,1719770,1412678,0.821434262,5
2441,1652736,1069832,0.647309673,5
2442,1955829,1732094,0.885606052,2
2443,755186,573478,0.759386429,5
2444,1937430,1960585,1.0119514,5
2445,740968,586388,0.791381004,0
2446,1595469,1904751,1.19385021,1
2447,793712,1407025,1.772714788,1
2448,491075,1879412,3.827138421,4
2449,607311,1859762,3.062289338,3
2450,922901,1678672,1.818907987,5
2451,1897987,1381186,0.727710991,5
2452,741454,1700193,2.29305257,3
2453,1164652,383165,0.328995271,5
2454,1036808,430377,0.41509807,1
2455,383460,1015929,2.64937412,2
2456,1145169,359798,0.314187688,5
2457,1325434,1113065,0.839773991,5
2458,1582249,1781241,1.125765287,2
2459,833995,226003,0.270988435,2
2460,594085,253951,0.427465767,4
2461,709125,928768,1.309738057,0
2462,492258,752538,1.52874712,1
2463,342915,1244195,3.628289809,0
2464,1178541,1177662,0.999254163,1
2465,391957,296516,0.756501351,0
2466,311025,687692,2.211050559,3
2467,484175,464806,0.959995869,0
2468,506168,1544808,3.051966936,2
2469,1995365,1322842,0.662957404,4
2470,770561,341231,0.442834506,3
2471,1014171,660104,0.650880374,3
2472,724558,856597,1.182233858,3
2473,451035,1905358,4.22441274,3
2474,1747951,471492,0.269739827,3
2475,1178131,936361,0.79478513,0
2476,509064,1515296,2.976631622,5
2477,1550593,563045,0.363115918,4
2478,1848145,130530,0.070627575,5
2479,1729520,1779384,1.028831121,5
2480,1281161,1233544,0.96283293,0
2481,392735,1961146,4.993560543,4
2482,1335467,1310671,0.981432712,5
2483,1887787,468868,0.248369122,0
2484,1557951,204462,0.13123776,1
2485,930338,1360783,1.462675931,0
2486,503883,409791,0.813266175,3
2487,1582832,1481444,0.935945192,0
2488,1762734,1654348,0.938512561,5
2489,1595767,1330408,0.833710686,3
2490,1846575,1818076,0.984566562,0
2491,500076,1259807,2.519231077,0
2492,832215,1345077,1.616261423,0
2493,789243,593349,0.751795075,0
2494,1692219,181869,0.107473678,3
2495,417531,134828,0.32291734,4
2496,1216093,197430,0.162347781,3
2497,1251286,1450626,1.159308104,4
2498,509799,426775,0.837143659,5
2499,1818185,1745870,0.96022682,4
2500,401517,331847,0.826483063,4
2501,1636093,298303,0.182326433,5
2502,837941,1879667,2.243197313,4
2503,657781,1125912,1.711682156,5
2504,1772981,267004,0.150596086,0
2505,1578350,1834445,1.162254886,1
2506,1202348,603442,0.501886309,2
2507,1282364,466603,0.363861587,2
2508,1107949,189993,0.17148172,1
2509,1226341,732242,0.597094935,4
2510,414185,755046,1.822967997,4
2511,607456,253425,0.41719071,1
2512,1211594,1698982,1.402270067,1
2513,1319396,147064,0.111463124,4
2514,1620287,1464415,0.903799759,5
2515,1950357,605756,0.310587241,2
2516,386654,963057,2.490746249,2
2517,1043852,866174,0.829786215,0
2518,1375097,1629809,1.185232024,0
2519,347710,1042398,2.997894797,1
2520,391461,773488,1.975900537,3
2521,348987,283563,0.812531699,4
2522,1631378,845356,0.51818524,3
2523,930784,1598709,1.717593985,3
2524,1623395,413949,0.254989698,2
2525,994169,1912775,1.923993808,1
2526,1576099,1376491,0.873353133,5
2527,387641,1351863,3.487409743,1
2528,1493562,717206,0.480198345,3
2529,1603372,1023385,0.63827047,3
2530,315988,433027,1.370390648,3
2531,1439353,1020919,0.709290216,3
2532,734646,1807617,2.460527928,4
2533,1158356,1065586,0.919912359,1
2534,896892,206360,0.230083444,0
2535,872698,992503,1.137281167,2
2536,878796,152573,0.173615947,5
2537,1623750,158659,0.09771147,5
2538,1306175,1906319,1.459466764,5
2539,1069299,901885,0.843435746,3
2540,432987,1580077,3.64924813,5
2541,1785378,1013403,0.567612573,0
2542,1725066,1635938,0.948333571,4
2543,1807837,193150,0.106840384,3
2544,1990393,696916,0.350139897,5
2545,1901368,1807225,0.950486702,5
2546,454253,1527592,3.362866068,5
2547,1416380,761447,0.537600785,1
2548,1581279,814693,0.515211421,2
2549,1420001,228328,0.160794253,2
2550,952609,1066160,1.119200008,4
2551,1809264,364695,0.201570915,0
2552,397813,1775582,4.463358412,5
2553,1309119,233933,0.178694985,1
2554,949080,874263,0.921168921,4
2555,827263,612858,0.740826073,0
2556,1992575,1234912,0.619756847,1
2557,1092879,1792104,1.639800929,5
2558,526081,1102083,2.094892231,1
2559,320751,1013336,3.15926061,1
2560,498251,1408565,2.827018912,0
2561,702519,1311412,1.86672816,2
2562,560954,198005,0.352979032,5
2563,429144,1178233,2.745542289,3
2564,1202413,955271,0.794461637,5
2565,818595,822452,1.004711732,4
2566,1867889,717387,0.384062972,4
2567,1070973,1182484,1.104121206,0
2568,1370328,645803,0.47127622,0
2569,527790,333638,0.632141571,5
2570,1663575,128588,0.077296184,5
2571,1123952,996436,0.886546756,0
2572,637501,873636,1.370407262,2
2573,841308,1087750,1.292927204,2
2574,527401,515616,0.977654574,0
2575,1097818,784131,0.714263202,3
2576,1124122,755205,0.67181765,1
2577,1395849,1737461,1.244734208,3
2578,1122897,504135,0.448959254,4
2579,1729779,249303,0.144124192,1
2580,1211727,1547114,1.276784292,2
2581,1576151,910252,0.577515733,1
2582,614100,767552,1.249881127,1
2583,1528794,117703,0.076990752,0
2584,1226989,1723562,1.4047086,0
2585,701677,1925505,2.744147236,2
2586,859044,175744,0.204580906,5
2587,1847724,1678272,0.908291498,4
2588,432694,1826350,4.220881269,2
2589,459117,1244356,2.710324384,1
2590,1061732,715701,0.674088188,4
2591,1837148,881103,0.479603712,3
2592,1047764,515010,0.491532444,3
2593,868764,1894357,2.180519681,2
2594,1674696,1412872,0.843658789,0
2595,369689,488364,1.321013068,0
2596,724464,104848,0.144724928,4
2597,1923074,1526145,0.793596606,1
2598,737258,782893,1.061898277,2
2599,1166119,300973,0.258098016,0
2600,1932698,136333,0.07054025,5
2601,1264300,1558634,1.232803923,1
2602,1257145,382330,0.304125618,2
2603,1568394,1514973,0.965939043,2
2604,1087274,1740655,1.600934999,1
2605,695419,1848376,2.657931405,0
2606,725512,1916092,2.64102041,2
2607,704666,687212,0.975230819,2
2608,824244,205192,0.248945701,0
2609,861173,616865,0.716307873,3
2610,1808180,1096181,0.606234446,3
2611,1856061,1584183,0.853518823,1
2612,807529,1565061,1.938086434,0
2613,1901062,713092,0.375101917,5
2614,756936,1615956,2.134864771,0
2615,829944,302062,0.363954676,0
2616,1351235,662967,0.490637824,0
2617,931793,684326,0.734418481,5
2618,1393807,928131,0.665896354,4
2619,942958,881088,0.934387322,5
2620,1789717,1551181,0.866718593,4
2621,1839588,694140,0.37733449,1
2622,395490,809845,2.047700321,1
2623,1515346,275144,0.181571733,4
2624,1707224,1216401,0.712502284,3
2625,1915667,114840,0.059947788,4
2626,742312,1335888,1.799631422,4
2627,1898708,1954407,1.029335211,5
2628,1089410,1674040,1.536648278,2
2629,1780324,634313,0.356290765,5
2630,1900495,1028698,0.541278983,3
2631,1215277,477622,0.393014926,4
2632,994436,658879,0.662565515,4
2633,1802242,1999360,1.109373769,2
2634,1108677,403043,0.363535096,1
2635,1959808,491428,0.250753135,0
2636,669788,1052891,1.571976506,5
2637,339562,1883509,5.546878037,1
2638,514384,497764,0.967689508,2
2639,1360416,279272,0.205284266,1
2640,1649362,1078284,0.653758241,2
2641,1529477,1776653,1.161608184,5
2642,495593,280288,0.565560853,3
2643,646799,1322436,2.044585721,5
2644,875645,292336,0.333852189,1
2645,1896371,1716660,0.905234261,1
2646,809071,790215,0.976694258,5
2647,1853346,1137180,0.613582137,2
2648,1636187,1908193,1.166243834,3
2649,742749,508208,0.684225761,3
2650,1628715,506896,0.311224493,0
2651,1141443,1305243,1.143502566,5
2652,1349469,1315773,0.975030179,0
2653,1419866,674442,0.475003979,0
2654,1678688,1527162,0.90973546,5
2655,1736122,1810621,1.042911155,1
2656,1154834,1574830,1.36368517,0
2657,970625,276812,0.28518944,0
2658,1723717,800082,0.46416088,4
2659,1303754,188771,0.144790352,5
2660,1189833,1707948,1.435451866,1
2661,1116526,928246,0.831369802,2
2662,1916536,1702752,0.888452917,1
2663,655783,1957225,2.984561966,5
2664,1308628,1404480,1.073246178,1
2665,1104321,450303,0.40776459,2
2666,1455953,1161071,0.797464616,3
2667,1592070,1420493,0.892230241,3
2668,981203,220063,0.224278768,3
2669,982394,374130,0.380834981,5
2670,1151508,1374370,1.193539255,2
2671,1949796,143008,0.073345109,5
2672,1553838,1019422,0.656067106,5
2673,1465505,1944031,1.326526351,2
2674,639159,874534,1.368257351,2
2675,1574744,1214124,0.770997699,0
2676,916528,177079,0.193206318,0
2677,1148815,1414458,1.231232183,3
2678,452058,1353132,2.993270775,3
2679,806839,880845,1.09172338,0
2680,1659260,1781527,1.073687668,5
2681,617979,751067,1.215360069,0
2682,742997,1858087,2.500800138,3
2683,1101373,417488,0.379061408,2
2684,702603,400746,0.570373312,5
2685,1153501,968844,0.839916047,0
2686,1080738,1317402,1.218983694,0
2687,1678375,1577840,0.940099799,1
2688,1706846,1540534,0.902561801,0
2689,1613412,1976572,1.225088198,3
2690,1019532,641066,0.62878458,4
2691,1456844,1965168,1.348921367,5
2692,1358900,1076626,0.792277577,1
2693,1479677,305972,0.206782967,0
2694,1146635,1755100,1.530652736,1
2695,1871440,1099800,0.5876758,2
2696,1471719,702572,0.477381892,3
2697,654667,1654137,2.526684559,3
2698,955426,1467824,1.536303178,0
2699,1165365,1581540,1.357119872,5
2700,532759,1548357,2.906299096,2
2701,1760625,630772,0.358265957,5
2702,984371,1381163,1.403091924,2
2703,750184,625160,0.83334222,3
2704,785747,862884,1.098170276,2
2705,1009988,1692405,1.675668424,3
2706,517847,334433,0.645814304,4
2707,1855862,1285067,0.692436722,5
2708,357112,697661,1.953619593,1
2709,1195339,963852,0.806341967,4
2710,1162409,1928137,1.658742319,1
2711,1864979,1775026,0.951767285,4
2712,471084,778870,1.653356938,4
2713,595787,1755947,2.947273103,4
2714,886499,611624,0.689931968,4
2715,1254311,1520725,1.212398679,5
2716,300194,159147,0.530147171,0
2717,850382,1160597,1.36479488,3
2718,1975753,1131365,0.572624716,5
2719,1156347,1590532,1.375479852,3
2720,954887,1186132,1.242170016,4
2721,412534,121737,0.295095677,4
2722,323424,664705,2.055212353,2
2723,1541574,581407,0.377151535,1
2724,1993495,310485,0.155749074,3
2725,1782035,1660135,0.931595058,4
2726,1791436,215658,0.120382754,5
2727,323360,341989,1.057610713,2
2728,325319,1164545,3.57970177,5
2729,395132,1239395,3.13666066,3
2730,1809433,1973201,1.09050791,5
2731,640721,969662,1.513391944,0
2732,621177,895031,1.440863071,3
2733,1221549,451275,0.369428488,0
2734,1985520,1231046,0.620011886,1
2735,866717,869198,1.002862526,4
2736,887557,408150,0.459857789,4
2737,1944644,1039478,0.534533827,5
2738,1000052,1582609,1.582526709,3
2739,1181767,1908511,1.614963863,2
2740,1438230,1197769,0.832807687,4
2741,630454,111895,0.177483211,0
2742,489465,315109,0.643782497,2
2743,772211,814371,1.054596477,3
2744,1409763,119900,0.085049757,1
2745,1588009,1470082,0.925739086,3
2746,915019,1248991,1.364989142,0
2747,1284136,1863438,1.451122,4
2748,1122643,131687,0.117300869,2
2749,1619122,530645,0.327736267,5
2750,689320,1988583,2.884847386,1
2751,881396,1134353,1.286995857,2
2752,592781,554873,0.936050582,2
2753,649237,734402,1.131177059,2
2754,560434,1341618,2.393891163,0
2755,1039058,1933262,1.860591035,3
2756,1697601,1875788,1.104964005,2
2757,1201082,352639,0.293601103,5
2758,1974817,1898655,0.961433389,0
2759,393973,1397271,3.546616139,3
2760,1736273,1852696,1.067053395,0
2761,549299,877280,1.597090109,2
2762,499329,1911450,3.828037226,5
2763,546584,1967396,3.599439427,1
2764,1007759,211762,0.210131589,2
2765,1593305,1293646,0.811926153,4
2766,966971,282953,0.292617876,5
2767,1690609,120247,0.07112644,1
2768,519731,1906737,3.66869977,0
2769,914238,609355,0.666516815,1
2770,1367077,474224,0.346889019,3
2771,620917,1183771,1.906488307,0
2772,1227081,1010993,0.823900786,4
2773,1097747,321121,0.292527331,5
2774,1637044,854702,0.522100811,2
2775,1141119,626565,0.549079456,3
2776,1227174,1952025,1.590666849,4
2777,893146,910972,1.019958663,3
2778,785575,259042,0.329748274,1
2779,1583833,1586513,1.001692098,2
2780,318532,1820772,5.716135271,5
2781,1331235,1997669,1.50061334,1
2782,664734,225507,0.339243968,1
2783,429026,837050,1.951047256,5
2784,484217,124847,0.257832749,4
2785,349977,487799,1.393803021,4
2786,1747235,1347358,0.771137254,5
2787,860985,1288839,1.496935487,2
2788,770241,812026,1.054249254,3
2789,1352472,1062757,0.785788541,4
2790,902537,155085,0.171832291,0
2791,1955866,938569,0.479873877,2
2792,370687,1823597,4.919506214,5
2793,1973500,794901,0.402787433,0
2794,1278748,907152,0.709406388,0
2795,1722372,1517290,0.880930484,4
2796,482257,1539744,3.192787248,3
2797,1709513,751228,0.43943977,4
2798,732961,339123,0.462675367,0
2799,1962828,116082,0.059140179,3
2800,1768505,609359,0.34456165,2
2801,1309706,1310083,1.000287851,1
2802,1172705,623031,0.531276834,1
2803,714368,333291,0.466553653,0
2804,1087548,1509929,1.38837918,1
2805,1789038,1525658,0.852781215,2
2806,1493339,1061418,0.710768285,1
2807,1657363,1500977,0.905641673,3
2808,676561,1914976,2.83045579,4
2809,996503,1183082,1.187233756,1
2810,1263474,1034875,0.819071069,3
