customer_id,on_time_payment_count,missed_payment_count,late_payment_count,on_time_percentage
2504,26,0,2,92.86
2505,7,3,1,63.64
2506,2,7,3,16.67
2507,42,0,1,97.67
2508,13,1,0,92.86
2509,46,5,0,90.20
2510,39,2,2,90.70
2511,37,6,0,86.05
2512,14,0,0,100.00
2513,35,3,1,89.74
2514,20,9,1,66.67
2515,35,6,2,81.40
2516,36,0,4,90.00
2517,10,5,1,62.50
2518,21,3,3,77.78
2519,27,4,4,77.14
2520,13,2,0,86.67
2521,21,1,3,84.00
2522,34,6,4,77.27
2523,47,10,4,77.05
2524,41,9,5,74.55
2525,0,2,2,0.00
2526,4,10,1,26.67
2527,37,10,0,78.72
2528,50,7,1,86.21
2529,30,10,5,66.67
2530,35,7,3,77.78
2531,41,8,1,82.00
2532,37,0,2,94.87
2533,46,6,5,80.70
2534,2,5,0,28.57
2535,27,9,4,67.50
2536,6,7,1,42.86
2537,29,10,0,74.36
2538,30,2,2,88.24
2539,50,6,5,81.97
2540,8,5,5,44.44
2541,6,7,3,37.50
2542,9,10,1,45.00
2543,50,4,1,90.91
2544,45,0,3,93.75
2545,13,2,2,76.47
2546,38,6,2,82.61
2547,7,2,4,53.85
2548,40,6,4,80.00
2549,25,4,1,83.33
2550,7,4,3,50.00
2551,14,2,3,73.68
2552,40,4,5,81.63
2553,37,5,5,78.72
2554,22,5,0,81.48
2555,15,8,5,53.57
2556,19,7,3,65.52
2557,8,6,4,44.44
2558,24,3,2,82.76
2559,18,9,3,60.00
2560,39,3,2,88.64
2561,50,0,3,94.34
2562,46,6,1,86.79
2563,3,1,5,33.33
2564,18,4,0,81.82
2565,43,8,2,81.13
2566,15,0,1,93.75
2567,22,6,0,78.57
2568,49,0,1,98.00
2569,46,3,2,90.20
2570,10,2,5,58.82
2571,22,4,4,73.33
2572,14,7,4,56.00
2573,0,7,1,0.00
2574,39,2,1,92.86
2575,13,10,2,52.00
2576,25,2,0,92.59
2577,31,0,3,91.18
2578,45,4,3,86.54
2579,3,1,3,42.86
2580,9,8,2,47.37
2581,3,1,3,42.86
2582,14,3,5,63.64
2583,47,5,1,88.68
2584,23,6,4,69.70
2585,0,9,0,0.00
2586,28,0,4,87.50
2587,45,10,4,76.27
2588,8,7,2,47.06
2589,45,5,2,86.54
2590,26,1,3,86.67
2591,9,0,1,90.00
2592,41,3,1,91.11
2593,50,6,5,81.97
2594,19,7,0,73.08
2595,32,10,0,76.19
2596,18,1,1,90.00
2597,49,7,5,80.33
2598,45,1,1,95.74
2599,28,8,0,77.78
2600,16,1,0,94.12
2601,13,9,3,52.00
2602,26,10,4,65.00
2603,43,5,2,86.00
2604,43,1,2,93.48
2605,37,8,2,78.72
2606,37,4,1,88.10
2607,8,10,5,34.78
2608,29,0,1,96.67
2609,14,10,0,58.33
2610,50,2,3,90.91
2611,17,10,5,53.13
2612,30,8,1,76.92
2613,23,3,1,85.19
2614,33,5,2,82.50
2615,10,0,2,83.33
2616,27,1,3,87.10
2617,40,9,1,80.00
2618,11,7,4,50.00
2619,33,7,2,78.57
2620,40,8,0,83.33
2621,48,3,2,90.57
2622,2,10,2,14.29
2623,3,7,0,30.00
2624,17,4,0,80.95
2625,40,1,2,93.02
2626,33,5,3,80.49
2627,23,7,1,74.19
2628,28,6,5,71.79
2629,5,0,3,62.50
2630,0,6,4,0.00
2631,20,3,0,86.96
2632,19,1,2,86.36
2633,24,0,2,92.31
2634,18,8,2,64.29
2635,29,10,0,74.36
2636,0,0,4,0.00
2637,6,2,2,60.00
2638,1,1,4,16.67
2639,7,5,2,50.00
2640,10,4,0,71.43
2641,44,10,2,78.57
2642,36,0,4,90.00
2643,42,1,0,97.67
2644,47,3,4,87.04
2645,33,6,2,80.49
2646,17,6,1,70.83
2647,12,10,3,48.00
2648,19,10,2,61.29
2649,2,7,1,20.00
2650,28,4,2,82.35
2651,9,2,0,81.82
2652,42,2,0,95.45
2653,38,5,0,88.37
2654,22,6,1,75.86
2655,47,7,3,82.46
2656,46,6,2,85.19
2657,42,2,1,93.33
2658,24,0,1,96.00
2659,47,2,0,95.92
2660,25,8,2,71.43
2661,12,7,3,54.55
2662,48,5,5,82.76
2663,12,1,5,66.67
2664,39,4,0,90.70
2665,34,7,0,82.93
2666,50,4,3,87.72
2667,13,8,1,59.09
2668,28,2,0,93.33
2669,19,7,1,70.37
2670,23,8,0,74.19
2671,37,8,5,74.00
2672,20,10,3,60.61
2673,23,1,3,85.19
2674,33,6,1,82.50
2675,25,4,4,75.76
2676,4,3,4,36.36
2677,48,2,1,94.12
2678,34,6,3,79.07
2679,28,10,5,65.12
2680,16,8,2,61.54
2681,33,8,5,71.74
2682,5,0,3,62.50
2683,26,7,0,78.79
2684,28,7,4,71.79
2685,26,0,0,100.00
2686,0,8,4,0.00
2687,20,5,2,74.07
2688,39,0,2,95.12
2689,40,9,3,76.92
2690,40,9,2,78.43
2691,39,1,4,88.64
2692,26,1,5,81.25
2693,47,9,1,82.46
2694,31,6,0,83.78
2695,3,3,3,33.33
2696,31,6,3,77.50
2697,4,0,1,80.00
2698,34,1,5,85.00
2699,35,2,4,85.37
2700,22,8,2,68.75
2701,21,1,0,95.45
2702,7,2,0,77.78
2703,36,10,1,76.60
2704,49,2,3,90.74
2705,10,2,1,76.92
2706,41,2,2,91.11
2707,15,4,3,68.18
2708,7,5,5,41.18
2709,48,6,5,81.36
2710,14,3,4,66.67
2711,1,8,1,10.00
2712,48,8,5,78.69
2713,22,1,1,91.67
2714,3,7,1,27.27
2715,23,10,5,60.53
2716,27,6,0,81.82
2717,16,6,2,66.67
2718,46,2,1,93.88
2719,49,9,1,83.05
2720,36,6,4,78.26
2721,20,1,3,83.33
2722,42,9,3,77.78
2723,8,2,0,80.00
2724,16,1,1,88.89
2725,21,9,0,70.00
2726,46,8,4,79.31
2727,19,6,0,76.00
2728,44,2,0,95.65
2729,2,10,4,12.50
2730,48,4,2,88.89
2731,34,1,0,97.14
2732,37,8,2,78.72
2733,7,10,4,33.33
2734,18,10,5,54.55
2735,18,6,0,75.00
2736,29,0,0,100.00
2737,38,7,0,84.44
2738,37,7,5,75.51
2739,40,2,5,85.11
2740,9,0,3,75.00
2741,12,1,3,75.00
2742,4,9,4,23.53
2743,26,8,0,76.47
2744,30,0,2,93.75
2745,5,1,3,55.56
2746,41,3,0,93.18
2747,44,6,4,81.48
2748,7,0,3,70.00
2749,12,6,4,54.55
2750,38,1,3,90.48
2751,24,5,2,77.42
2752,44,9,1,81.48
2753,38,2,4,86.36
2754,45,5,2,86.54
2755,9,4,1,64.29
2756,40,7,5,76.92
2757,30,1,0,96.77
2758,18,9,1,64.29
2759,8,2,3,61.54
2760,49,6,1,87.50
2761,40,7,2,81.63
2762,12,0,2,85.71
2763,39,8,2,79.59
2764,31,5,4,77.50
2765,17,5,5,62.96
2766,43,2,4,87.76
2767,9,3,0,75.00
2768,5,4,4,38.46
2769,32,2,3,86.49
2770,22,7,0,75.86
2771,24,1,1,92.31
2772,50,10,1,81.97
2773,21,1,2,87.50
2774,42,8,3,79.25
2775,43,4,1,89.58
2776,16,1,0,94.12
2777,14,0,2,87.50
2778,3,9,1,23.08
2779,5,10,1,31.25
2780,28,7,2,75.68
2781,31,2,0,93.94
2782,29,0,0,100.00
2783,37,2,3,88.10
2784,5,10,3,27.78
2785,17,2,0,89.47
2786,13,1,5,68.42
2787,25,5,0,83.33
2788,15,3,4,68.18
2789,7,3,5,46.67
2790,5,4,3,41.67
2791,0,0,5,0.00
2792,44,3,5,84.62
2793,43,0,5,89.58
2794,15,8,4,55.56
2795,21,7,3,67.74
2796,6,8,0,42.86
2797,38,8,3,77.55
2798,15,10,0,60.00
2799,48,2,5,87.27
2800,5,9,3,29.41
2801,13,4,3,65.00
2802,27,4,1,84.38
2803,26,10,3,66.67
2804,10,6,2,55.56
2805,41,2,2,91.11
2806,23,3,5,74.19
2807,4,6,4,28.57
2808,9,5,4,50.00
2809,2,6,2,20.00
2810,48,2,3,90.57
2811,24,0,2,92.31
2812,31,7,0,81.58
2813,47,10,1,81.03
2814,45,3,4,86.54
2815,9,7,1,52.94
2816,22,7,0,75.86
2817,13,0,1,92.86
2818,33,1,3,89.19
2819,46,10,5,75.41
2820,24,5,5,70.59
2821,39,3,0,92.86
2822,14,1,1,87.50
2823,37,6,3,80.43
2824,13,1,0,92.86
2825,4,7,4,26.67
2826,4,3,1,50.00
2827,32,8,1,78.05
2828,19,10,1,63.33
2829,18,2,0,90.00
2830,29,6,2,78.38
2831,33,6,4,76.74
2832,30,0,1,96.77
2833,27,9,4,67.50
2834,42,6,2,84.00
2835,35,3,0,92.11
2836,43,8,4,78.18
2837,25,7,0,78.13
2838,39,1,2,92.86
2839,7,0,0,100.00
2840,38,7,0,84.44
2841,35,0,1,97.22
2842,22,3,5,73.33
2843,21,2,3,80.77
2844,48,7,3,82.76
2845,7,2,2,63.64
2846,7,6,0,53.85
2847,9,8,5,40.91
2848,25,10,1,69.44
2849,23,2,3,82.14
2850,14,5,0,73.68
2851,35,4,2,85.37
2852,16,0,1,94.12
2853,50,8,0,86.21
2854,26,2,2,86.67
2855,15,5,3,65.22
2856,50,2,0,96.15
2857,2,6,0,25.00
2858,34,0,3,91.89
2859,33,3,5,80.49
2860,47,5,5,82.46
2861,3,10,2,20.00
2862,43,9,1,81.13
2863,39,10,0,79.59
2864,30,0,1,96.77
2865,45,4,2,88.24
2866,44,2,5,86.27
2867,38,0,3,92.68
2868,37,0,1,97.37
2869,7,6,4,41.18
2870,20,10,4,58.82
2871,26,4,1,83.87
2872,6,0,1,85.71
2873,46,4,1,90.20
2874,9,3,5,52.94
2875,28,5,2,80.00
2876,2,5,0,28.57
2877,24,9,5,63.16
2878,22,3,3,78.57
2879,30,6,0,83.33
2880,3,5,1,33.33
2881,22,9,4,62.86
2882,38,3,0,92.68
2883,41,5,4,82.00
2884,37,6,3,80.43
2885,0,4,4,0.00
2886,35,10,5,70.00
2887,13,10,2,52.00
2888,29,9,5,67.44
2889,49,5,3,85.96
2890,35,4,1,87.50
2891,16,8,0,66.67
2892,32,1,1,94.12
2893,5,8,3,31.25
2894,0,0,4,0.00
2895,48,1,0,97.96
2896,0,6,2,0.00
2897,29,1,0,96.67
2898,2,4,2,25.00
2899,39,3,5,82.98
2900,32,4,0,88.89
2901,21,7,2,70.00
2902,22,0,3,88.00
2903,11,1,2,78.57
2904,24,4,1,82.76
2905,32,0,5,86.49
2906,19,8,3,63.33
2907,34,5,3,80.95
2908,12,2,3,70.59
2909,42,6,4,80.77
2910,48,4,5,84.21
2911,25,1,2,89.29
2912,20,3,2,80.00
2913,32,1,3,88.89
2914,24,8,4,66.67
2915,45,6,2,84.91
2916,40,5,5,80.00
2917,42,1,0,97.67
2918,10,7,4,47.62
2919,5,4,4,38.46
2920,29,3,3,82.86
2921,12,6,5,52.17
2922,20,9,5,58.82
2923,12,4,2,66.67
2924,8,1,1,80.00
2925,47,5,0,90.38
2926,0,10,3,0.00
2927,24,7,2,72.73
2928,35,0,2,94.59
2929,8,8,2,44.44
2930,14,8,0,63.64
2931,39,6,0,86.67
2932,34,4,0,89.47
2933,11,8,4,47.83
2934,31,8,0,79.49
2935,14,8,1,60.87
2936,43,8,1,82.69
2937,24,0,0,100.00
2938,41,8,1,82.00
2939,5,5,0,50.00
2940,26,9,3,68.42
2941,10,9,4,43.48
2942,39,3,3,86.67
2943,34,4,5,79.07
2944,14,3,2,73.68
2945,17,8,0,68.00
2946,0,3,0,0.00
2947,22,5,1,78.57
2948,28,9,0,75.68
2949,24,1,1,92.31
2950,46,9,4,77.97
2951,12,3,4,63.16
2952,15,10,4,51.72
2953,2,10,4,12.50
2954,12,6,0,66.67
2955,30,9,5,68.18
2956,29,1,5,82.86
2957,21,7,4,65.63
2958,23,6,5,67.65
2959,30,0,0,100.00
2960,26,2,0,92.86
2961,26,3,1,86.67
2962,33,5,4,78.57
2963,31,4,1,86.11
2964,18,6,3,66.67
2965,14,3,1,77.78
2966,19,2,2,82.61
2967,27,7,5,69.23
2968,18,3,0,85.71
2969,33,0,2,94.29
2970,4,0,5,44.44
2971,12,10,4,46.15
2972,38,4,2,86.36
2973,22,8,5,62.86
2974,40,7,3,80.00
2975,18,10,1,62.07
2976,19,10,2,61.29
2977,47,7,1,85.45
2978,19,0,4,82.61
2979,46,4,4,85.19
2980,1,0,1,50.00
2981,2,2,1,40.00
2982,48,9,0,84.21
2983,28,6,0,82.35
2984,49,0,5,90.74
2985,33,10,2,73.33
2986,10,2,5,58.82
2987,44,10,1,80.00
2988,41,6,5,78.85
2989,41,8,1,82.00
2990,6,3,3,50.00
2991,36,10,0,78.26
2992,43,5,3,84.31
2993,15,8,0,65.22
2994,4,3,0,57.14
2995,44,7,0,86.27
2996,23,2,0,92.00
2997,46,4,0,92.00
2998,21,7,3,67.74
2999,27,2,1,90.00
3000,32,5,2,82.05
3001,48,9,1,82.76
3002,46,7,3,82.14
3003,18,4,1,78.26
3004,40,5,5,80.00
3005,31,10,1,73.81
3006,41,6,0,87.23
3007,14,0,4,77.78
3008,17,10,3,56.67
3009,30,7,1,78.95
3010,41,1,2,93.18
3011,6,3,4,46.15
3012,26,2,3,83.87
3013,2,4,2,25.00
3014,8,5,0,61.54
3015,28,10,0,73.68
3016,25,0,4,86.21
3017,40,4,0,90.91
3018,44,9,0,83.02
3019,25,6,1,78.13
3020,7,1,5,53.85
3021,25,8,4,67.57
3022,33,0,4,89.19
3023,16,8,3,59.26
3024,9,4,0,69.23
3025,8,6,2,50.00
3026,10,10,0,50.00
3027,0,3,4,0.00
3028,17,4,5,65.38
3029,8,9,0,47.06
3030,38,6,1,84.44
3031,27,8,1,75.00
3032,38,9,2,77.55
3033,6,7,4,35.29
3034,31,1,0,96.88
3035,3,0,0,100.00
3036,1,0,0,100.00
3037,49,6,0,89.09
3038,2,1,2,40.00
3039,28,4,4,77.78
3040,36,2,3,87.80
3041,36,7,3,78.26
3042,44,8,3,80.00
3043,5,1,5,45.45
3044,31,4,0,88.57
3045,22,3,1,84.62
3046,48,2,2,92.31
3047,46,10,2,79.31
3048,0,2,2,0.00
3049,39,9,1,79.59
3050,37,6,2,82.22
3051,0,6,0,0.00
3052,9,9,0,50.00
3053,41,1,2,93.18
3054,37,2,5,84.09
3055,34,3,2,87.18
3056,8,2,3,61.54
3057,42,1,2,93.33
3058,26,0,4,86.67
3059,23,4,3,76.67
3060,1,7,1,11.11
3061,47,0,0,100.00
3062,49,10,5,76.56
3063,39,8,3,78.00
3064,17,10,4,54.84
3065,42,3,1,91.30
3066,37,8,0,82.22
3067,20,9,4,60.61
3068,34,6,1,82.93
3069,16,1,1,88.89
3070,24,0,5,82.76
3071,12,7,1,60.00
3072,7,0,3,70.00
3073,26,0,5,83.87
3074,29,1,4,85.29
3075,13,2,5,65.00
3076,50,9,4,79.37
3077,24,6,0,80.00
3078,8,6,5,42.11
3079,45,10,1,80.36
3080,7,8,3,38.89
3081,50,2,2,92.59
3082,6,1,2,66.67
3083,0,7,3,0.00
3084,7,2,0,77.78
3085,0,9,3,0.00
3086,25,9,3,67.57
3087,15,6,5,57.69
3088,19,0,1,95.00
3089,15,7,1,65.22
3090,33,7,0,82.50
3091,17,2,3,77.27
3092,31,0,3,91.18
3093,32,5,0,86.49
3094,1,3,1,20.00
3095,40,1,5,86.96
3096,19,7,5,61.29
3097,9,2,3,64.29
3098,44,1,3,91.67
3099,6,5,2,46.15
3100,48,3,3,88.89
3101,17,0,4,80.95
3102,44,9,3,78.57
3103,50,0,5,90.91
3104,42,5,2,85.71
3105,21,2,1,87.50
3106,3,9,2,21.43
3107,1,0,3,25.00
3108,14,1,4,73.68
3109,50,1,1,96.15
3110,3,5,4,25.00
3111,31,5,0,86.11
3112,6,3,1,60.00
3113,18,1,0,94.74
3114,23,5,5,69.70
3115,7,6,5,38.89
3116,41,6,3,82.00
3117,7,5,2,50.00
3118,16,5,3,66.67
3119,27,9,4,67.50
3120,10,3,3,62.50
3121,46,1,1,95.83
3122,50,5,2,87.72
3123,15,7,2,62.50
3124,44,10,4,75.86
3125,8,9,1,44.44
3126,46,8,2,82.14
3127,19,10,5,55.88
3128,9,1,2,75.00
3129,31,7,4,73.81
3130,18,4,0,81.82
3131,45,9,1,81.82
3132,13,10,3,50.00
3133,5,1,5,45.45
3134,20,6,2,71.43
3135,23,1,1,92.00
3136,39,3,0,92.86
3137,0,8,4,0.00
3138,12,8,4,50.00
3139,34,1,3,89.47
3140,10,7,4,47.62
3141,34,10,4,70.83
3142,39,2,2,90.70
3143,13,2,1,81.25
3144,31,3,1,88.57
3145,25,4,2,80.65
3146,40,7,5,76.92
3147,1,3,0,25.00
3148,42,1,2,93.33
3149,15,9,2,57.69
3150,28,5,5,73.68
3151,42,9,3,77.78
3152,3,0,2,60.00
3153,17,5,2,70.83
3154,40,10,0,80.00
3155,40,10,3,75.47
3156,37,0,5,88.10
3157,42,7,3,80.77
3158,1,10,3,7.14
3159,20,7,2,68.97
3160,36,3,5,81.82
3161,6,1,5,50.00
3162,43,6,2,84.31
3163,25,1,4,83.33
3164,8,5,3,50.00
3165,16,4,3,69.57
3166,46,8,4,79.31
3167,47,3,3,88.68
3168,28,7,2,75.68
3169,25,10,5,62.50
3170,43,5,4,82.69
3171,31,6,2,79.49
3172,47,6,2,85.45
3173,8,1,0,88.89
3174,39,7,4,78.00
3175,46,7,3,82.14
3176,37,8,4,75.51
3177,6,0,5,54.55
3178,19,8,4,61.29
3179,7,5,5,41.18
3180,9,2,3,64.29
3181,4,4,4,33.33
3182,1,8,0,11.11
3183,36,5,4,80.00
3184,38,3,4,84.44
3185,33,7,2,78.57
3186,47,7,1,85.45
3187,20,5,0,80.00
3188,50,10,3,79.37
3189,8,2,4,57.14
3190,22,4,0,84.62
3191,26,0,2,92.86
3192,3,1,0,75.00
3193,48,5,1,88.89
3194,33,9,1,76.74
3195,46,5,0,90.20
3196,36,3,2,87.80
3197,8,1,3,66.67
3198,35,9,1,77.78
3199,26,10,1,70.27
3200,25,8,4,67.57
3201,26,6,4,72.22
3202,40,6,2,83.33
3203,3,9,5,17.65
3204,42,6,1,85.71
3205,42,6,5,79.25
3206,15,1,3,78.95
3207,15,1,0,93.75
3208,46,9,5,76.67
3209,12,8,0,60.00
3210,29,10,5,65.91
3211,50,2,5,87.72
3212,7,9,2,38.89
3213,49,9,5,77.78
3214,6,10,4,30.00
3215,4,0,2,66.67
3216,29,3,4,80.56
3217,2,3,4,22.22
3218,3,7,3,23.08
3219,43,2,1,93.48
3220,2,4,3,22.22
3221,27,6,3,75.00
3222,7,8,4,36.84
3223,26,7,3,72.22
3224,5,4,5,35.71
3225,22,7,5,64.71
3226,48,10,1,81.36
3227,4,4,3,36.36
3228,38,5,3,82.61
3229,49,9,3,80.33
3230,43,1,0,97.73
3231,4,9,0,30.77
3232,26,10,2,68.42
3233,16,8,2,61.54
3234,18,4,0,81.82
3235,35,3,3,85.37
3236,22,0,2,91.67
3237,29,10,0,74.36
3238,45,6,3,83.33
3239,43,8,0,84.31
3240,17,6,2,68.00
3241,12,0,5,70.59
3242,47,7,2,83.93
3243,41,0,5,89.13
3244,12,1,1,85.71
3245,35,6,1,83.33
3246,8,9,4,38.10
3247,5,1,4,50.00
3248,47,6,5,81.03
3249,23,4,3,76.67
3250,1,6,0,14.29
3251,34,4,3,82.93
3252,45,6,5,80.36
3253,1,7,2,10.00
3254,18,10,3,58.06
3255,2,0,4,33.33
3256,14,9,5,50.00
3257,44,9,3,78.57
3258,38,1,3,90.48
3259,32,6,5,74.42
3260,47,6,2,85.45
3261,25,5,2,78.13
3262,29,9,2,72.50
3263,11,2,5,61.11
3264,3,5,4,25.00
3265,20,8,1,68.97
3266,48,8,2,82.76
3267,44,8,0,84.62
3268,9,10,2,42.86
3269,48,7,3,82.76
3270,26,2,5,78.79
3271,29,0,0,100.00
3272,41,3,3,87.23
3273,13,4,5,59.09
3274,27,8,0,77.14
3275,14,1,1,87.50
3276,44,8,2,81.48
3277,10,0,5,66.67
3278,4,0,3,57.14
3279,25,1,2,89.29
3280,23,6,5,67.65
3281,20,10,5,57.14
3282,6,10,2,33.33
3283,35,8,4,74.47
3284,29,3,1,87.88
3285,29,10,4,67.44
3286,48,4,2,88.89
3287,13,3,4,65.00
3288,17,4,4,68.00
3289,46,3,1,92.00
3290,48,9,0,84.21
3291,44,8,5,77.19
3292,45,4,4,84.91
3293,29,9,2,72.50
3294,44,1,4,89.80
3295,32,10,2,72.73
3296,32,3,4,82.05
3297,12,0,3,80.00
3298,9,1,1,81.82
3299,3,5,2,30.00
3300,29,5,1,82.86
3301,38,3,5,82.61
3302,28,2,3,84.85
3303,31,6,1,81.58
3304,23,0,0,100.00
3305,44,6,0,88.00
3306,0,4,2,0.00
3307,7,8,0,46.67
3308,23,10,0,69.70
3309,48,3,5,85.71
3310,48,0,3,94.12
3311,17,10,3,56.67
3312,15,0,3,83.33
3313,33,4,4,80.49
3314,45,1,4,90.00
3315,8,9,5,36.36
3316,5,8,3,31.25
3317,49,8,5,79.03
3318,30,0,0,100.00
3319,1,2,4,14.29
3320,22,8,4,64.71
3321,29,9,5,67.44
3322,21,9,3,63.64
3323,49,2,0,96.08
3324,21,9,2,65.63
3325,40,6,0,86.96
3326,48,2,2,92.31
3327,24,5,5,70.59
3328,38,6,3,80.85
3329,32,1,1,94.12
3330,5,6,4,33.33
3331,9,6,1,56.25
3332,25,6,0,80.65
3333,37,5,4,80.43
3334,34,6,2,80.95
3335,35,1,1,94.59
3336,40,1,0,97.56
3337,29,4,1,85.29
3338,7,9,3,36.84
3339,34,4,0,89.47
3340,18,3,5,69.23
3341,39,9,5,73.58
3342,37,8,5,74.00
3343,7,9,3,36.84
3344,18,5,0,78.26
3345,14,4,4,63.64
3346,17,9,1,62.96
3347,22,5,2,75.86
3348,12,7,4,52.17
3349,15,9,5,51.72
3350,43,6,3,82.69
3351,17,7,5,58.62
3352,14,5,3,63.64
3353,12,5,2,63.16
3354,16,3,1,80.00
3355,34,8,4,73.91
3356,0,3,0,0.00
3357,40,0,5,88.89
3358,48,9,4,78.69
3359,41,1,3,91.11
3360,30,2,4,83.33
3361,2,1,0,66.67
3362,10,7,5,45.45
3363,45,2,1,93.75
3364,1,9,4,7.14
3365,45,8,4,78.95
3366,28,1,1,93.33
3367,5,3,4,41.67
3368,11,3,0,78.57
3369,5,0,3,62.50
3370,49,8,0,85.96
3371,27,2,4,81.82
3372,47,8,2,82.46
3373,3,3,5,27.27
3374,0,7,1,0.00
3375,21,1,3,84.00
3376,32,3,3,84.21
3377,22,3,1,84.62
3378,32,6,3,78.05
3379,12,2,0,85.71
3380,40,9,1,80.00
3381,29,7,0,80.56
3382,37,0,3,92.50
3383,23,1,3,85.19
3384,40,7,3,80.00
3385,30,4,1,85.71
3386,43,4,2,87.76
3387,47,7,5,79.66
3388,13,2,3,72.22
3389,50,3,4,87.72
3390,8,2,0,80.00
3391,43,10,0,81.13
3392,13,2,4,68.42
3393,4,8,1,30.77
3394,37,1,3,90.24
3395,49,10,1,81.67
3396,10,1,2,76.92
3397,24,0,3,88.89
3398,16,2,4,72.73
3399,14,2,2,77.78
3400,33,7,0,82.50
3401,20,4,3,74.07
3402,20,9,5,58.82
3403,33,5,1,84.62
3404,6,6,5,35.29
3405,40,10,3,75.47
3406,47,4,0,92.16
3407,17,10,2,58.62
3408,49,0,3,94.23
3409,35,10,2,74.47
3410,31,5,2,81.58
3411,9,5,0,64.29
3412,39,4,0,90.70
3413,6,2,0,75.00
3414,4,9,5,22.22
3415,16,6,2,66.67
3416,12,9,2,52.17
3417,32,0,3,91.43
3418,29,7,5,70.73
3419,32,5,5,76.19
3420,12,4,5,57.14
3421,3,7,2,25.00
3422,50,7,2,84.75
3423,47,10,0,82.46
3424,6,0,3,66.67
3425,32,0,4,88.89
3426,32,2,1,91.43
3427,47,1,1,95.92
3428,47,2,4,88.68
3429,22,1,1,91.67
3430,28,5,0,84.85
3431,36,8,5,73.47
3432,33,8,0,80.49
3433,17,1,4,77.27
3434,37,3,0,92.50
3435,31,5,0,86.11
3436,48,9,3,80.00
3437,37,8,3,77.08
3438,0,6,3,0.00
3439,41,7,0,85.42
3440,12,2,4,66.67
3441,30,6,1,81.08
3442,29,8,0,78.38
3443,25,2,1,89.29
3444,47,5,5,82.46
3445,44,5,2,86.27
3446,21,1,3,84.00
3447,22,6,2,73.33
3448,12,6,5,52.17
3449,38,8,3,77.55
3450,47,8,5,78.33
3451,14,6,2,63.64
3452,12,6,2,60.00
3453,25,3,3,80.65
3454,45,1,5,88.24
3455,50,8,5,79.37
3456,6,9,0,40.00
3457,16,2,1,84.21
3458,25,2,5,78.13
3459,50,0,0,100.00
3460,17,10,5,53.13
3461,36,9,5,72.00
3462,20,8,0,71.43
3463,17,0,5,77.27
3464,36,3,3,85.71
3465,1,8,2,9.09
3466,30,3,3,83.33
3467,40,5,4,81.63
3468,35,5,4,79.55
3469,27,7,5,69.23
3470,14,5,5,58.33
3471,30,8,2,75.00
3472,45,5,5,81.82
3473,11,7,4,50.00
3474,31,1,5,83.78
3475,29,5,5,74.36
3476,41,2,2,91.11
3477,49,6,1,87.50
3478,37,2,3,88.10
3479,33,4,0,89.19
3480,43,4,2,87.76
3481,1,6,2,11.11
3482,29,9,3,70.73
3483,46,3,3,88.46
3484,34,1,5,85.00
3485,37,2,5,84.09
3486,29,3,1,87.88
3487,9,5,2,56.25
3488,15,6,5,57.69
3489,37,9,3,75.51
3490,39,5,5,79.59
3491,34,9,3,73.91
3492,40,2,4,86.96
3493,2,5,2,22.22
3494,4,5,1,40.00
3495,12,6,0,66.67
3496,44,0,5,89.80
3497,44,5,2,86.27
3498,38,2,5,84.44
3499,45,3,3,88.24
3500,14,3,4,66.67
3501,18,5,1,75.00
3502,25,9,0,73.53
3503,1,10,5,6.25
3504,1,1,4,16.67
3505,23,4,1,82.14
3506,25,10,2,67.57
3507,34,8,5,72.34
3508,45,6,4,81.82
3509,43,10,5,74.14
3510,10,1,3,71.43
3511,15,3,0,83.33
3512,37,2,4,86.05
3513,13,4,2,68.42
3514,29,5,4,76.32
3515,22,0,4,84.62
3516,49,2,3,90.74
3517,30,10,4,68.18
3518,25,1,4,83.33
3519,13,3,2,72.22
3520,21,7,2,70.00
3521,31,4,5,77.50
3522,47,3,1,92.16
3523,13,3,0,81.25
3524,2,6,1,22.22
3525,50,0,1,98.04
3526,43,3,3,87.76
3527,32,4,5,78.05
3528,39,5,1,86.67
3529,20,1,5,76.92
3530,32,2,2,88.89
3531,27,0,2,93.10
3532,2,10,1,15.38
3533,25,4,0,86.21
3534,49,10,1,81.67
3535,6,0,5,54.55
3536,32,10,2,72.73
3537,46,3,2,90.20
3538,36,2,5,83.72
3539,40,1,1,95.24
3540,32,5,3,80.00
3541,42,9,1,80.77
3542,16,6,4,61.54
3543,24,7,5,66.67
3544,48,3,5,85.71
3545,13,2,2,76.47
3546,25,1,3,86.21
3547,8,5,3,50.00
3548,0,1,1,0.00
3549,49,2,1,94.23
3550,27,10,1,71.05
3551,43,1,3,91.49
3552,18,7,4,62.07
3553,14,10,3,51.85
3554,3,8,3,21.43
3555,22,9,4,62.86
3556,10,2,5,58.82
3557,37,4,1,88.10
3558,38,3,3,86.36
3559,16,0,3,84.21
3560,25,4,5,73.53
3561,7,4,5,43.75
3562,8,2,4,57.14
3563,24,2,5,77.42
3564,26,6,2,76.47
3565,19,7,3,65.52
3566,20,10,2,62.50
3567,4,1,2,57.14
3568,33,6,0,84.62
3569,45,10,5,75.00
3570,27,6,4,72.97
3571,45,4,1,90.00
3572,6,1,1,75.00
3573,0,9,0,0.00
3574,7,3,3,53.85
3575,28,0,5,84.85
3576,38,4,5,80.85
3577,13,8,4,52.00
