customer_id,loan_amount,loan_type,loan_term,interest_rate,monthly_payment_amount,loan_status,outstanding_balance
864,789937,Personal,48,0.12,13907,Defaulted,260416
9878,22726,Auto,12,0.14,30925,Defaulted,411010
6582,745199,Home,60,0.1,6196,Paid Off,79281
2101,1813834,Auto,36,0.14,41860,Active,488822
2368,1794755,Education,48,0.1,27929,Paid Off,323332
1242,762689,Personal,12,0.11,5545,Active,307827
927,939874,Auto,36,0.12,4706,Paid Off,327608
5588,1510299,Education,12,0.09,34483,Defaulted,420762
6891,921089,Education,60,0.08,19561,Active,63369
2943,670124,Home,48,0.14,22823,Active,161511
4499,883597,Education,36,0.14,15489,Defaulted,136135
346,898771,Auto,12,0.14,38276,Active,19492
6819,1239995,Education,48,0.11,35744,Active,359569
488,563918,Home,48,0.14,47736,Active,273736
2847,1981091,Education,48,0.14,13586,Paid Off,489113
2406,866112,Personal,24,0.14,16326,Paid Off,281793
9272,1219321,Auto,60,0.09,36711,Defaulted,328895
7708,1101354,Home,60,0.14,49586,Defaulted,256386
7085,1561269,Auto,12,0.15,24137,Defaulted,403952
1110,1112098,Auto,48,0.12,29004,Paid Off,110582
2425,499238,Education,12,0.14,42710,Defaulted,475399
9122,573372,Auto,60,0.09,21056,Active,29733
6222,501183,Education,36,0.14,49671,Active,340184
9578,839312,Auto,24,0.15,19432,Active,302531
969,1723734,Personal,48,0.13,13825,Paid Off,420903
4403,780504,Home,48,0.15,29164,Defaulted,296080
1934,1610772,Home,60,0.09,3342,Defaulted,313057
3160,840051,Education,48,0.07,25140,Defaulted,199402
4786,170245,Auto,36,0.09,49375,Active,404965
7454,1626515,Home,24,0.1,29200,Active,299002
6799,1162677,Home,48,0.14,41627,Paid Off,34401
163,1954428,Auto,12,0.13,47302,Paid Off,169718
5414,641001,Home,24,0.1,24925,Paid Off,61117
8842,265141,Education,60,0.09,39522,Active,162209
7920,1942490,Personal,24,0.07,11297,Active,212507
7922,1096317,Home,12,0.15,31900,Paid Off,28853
7641,1425837,Personal,24,0.14,47973,Paid Off,428425
2094,938648,Home,12,0.11,18671,Active,69695
4101,996568,Auto,36,0.11,1163,Active,75243
9762,760418,Auto,60,0.12,42012,Defaulted,366203
9338,963676,Personal,60,0.13,41909,Paid Off,206242
4852,1237176,Auto,24,0.13,6511,Defaulted,259113
5007,1474799,Personal,12,0.14,1832,Active,354647
2568,808022,Education,24,0.14,1671,Active,410493
4938,106837,Auto,48,0.11,28344,Active,414162
3796,1787350,Auto,24,0.09,30037,Paid Off,307367
5933,692400,Education,36,0.11,19288,Defaulted,430528
2374,38790,Home,24,0.14,32862,Paid Off,17882
1931,757866,Home,36,0.08,26967,Defaulted,341552
7026,982300,Home,36,0.07,41752,Paid Off,254656
6887,1629593,Personal,48,0.13,21113,Defaulted,45625
7173,1680533,Personal,48,0.14,41408,Active,470658
4138,459976,Home,60,0.09,24780,Active,206112
7449,1830629,Personal,60,0.14,33577,Paid Off,86654
1589,1854617,Home,24,0.13,49106,Paid Off,316747
2943,657503,Auto,12,0.14,21394,Defaulted,413860
7818,460063,Auto,12,0.1,13756,Paid Off,163987
5334,202452,Personal,24,0.12,1248,Paid Off,460309
3096,1070118,Auto,24,0.14,48092,Paid Off,406961
907,880069,Personal,36,0.14,4864,Paid Off,427196
4672,1749331,Auto,24,0.15,15106,Paid Off,110053
8451,233438,Education,24,0.07,27772,Paid Off,225737
8128,1778512,Education,12,0.08,18849,Paid Off,464051
5537,977816,Personal,24,0.07,48057,Defaulted,249626
5594,842613,Education,36,0.13,4604,Defaulted,108404
9324,444552,Education,36,0.11,36714,Paid Off,161101
2762,769852,Personal,48,0.1,31273,Active,377922
9869,835490,Personal,12,0.13,25765,Active,229411
869,1869828,Auto,48,0.15,39466,Defaulted,469209
2031,139187,Personal,60,0.11,5771,Defaulted,379413
8124,851777,Auto,60,0.13,8696,Paid Off,75643
9780,1559763,Personal,60,0.1,6657,Paid Off,246395
5237,73485,Education,36,0.11,45292,Active,209752
8766,1420198,Education,24,0.1,18619,Defaulted,260142
8332,1416588,Education,48,0.09,21914,Paid Off,174826
4094,1832513,Personal,24,0.07,20186,Defaulted,433367
3372,135427,Home,24,0.1,31631,Defaulted,393193
6368,1199400,Education,60,0.15,10964,Active,279168
9398,939634,Home,24,0.13,40130,Defaulted,22810
6304,1791595,Auto,36,0.14,20270,Defaulted,61848
9277,494279,Home,48,0.15,46187,Defaulted,169406
396,1535773,Education,12,0.08,43419,Active,281658
1864,1644370,Auto,48,0.11,47820,Active,140138
6372,1237573,Auto,60,0.14,19847,Active,240889
8629,1064253,Personal,24,0.13,12647,Paid Off,443739
6557,186207,Home,24,0.08,6021,Defaulted,243443
6752,1182913,Home,36,0.11,8839,Active,132107
5951,17597,Education,48,0.12,25656,Paid Off,145087
651,734640,Personal,12,0.1,11818,Defaulted,282454
2177,1855976,Personal,36,0.13,42346,Active,176432
8846,43167,Education,24,0.1,14249,Defaulted,105373
848,944216,Home,24,0.14,40922,Paid Off,448174
9378,1284825,Home,48,0.07,34652,Active,480144
8669,1118130,Home,12,0.1,2412,Paid Off,461592
1061,1565027,Personal,12,0.14,26770,Paid Off,344547
975,212438,Education,12,0.12,20187,Active,94684
5883,1421315,Home,24,0.13,9994,Defaulted,236250
518,490654,Home,36,0.11,11891,Paid Off,45547
2948,697875,Education,36,0.11,15110,Paid Off,468235
7996,1723757,Personal,48,0.12,49359,Paid Off,336303
3802,1641959,Auto,48,0.12,49724,Paid Off,295804
8256,1624254,Education,36,0.12,48155,Active,187277
4032,1652686,Education,48,0.11,25276,Defaulted,110140
9044,625589,Education,36,0.11,16446,Active,189549
9153,34976,Education,12,0.12,41096,Defaulted,281671
8197,333308,Education,24,0.14,28049,Defaulted,77186
4359,1369576,Education,48,0.09,3566,Defaulted,396683
4148,1146713,Personal,48,0.08,26471,Paid Off,433142
2312,748560,Auto,48,0.13,46893,Defaulted,234800
2853,936526,Home,60,0.14,21039,Paid Off,264297
6303,1381359,Auto,48,0.1,44755,Paid Off,75150
7190,221409,Home,36,0.12,18752,Defaulted,383372
2432,46177,Personal,48,0.08,18950,Defaulted,240353
4970,696536,Education,48,0.12,20337,Active,386739
9471,1208793,Education,12,0.1,7147,Active,294823
617,20494,Education,60,0.09,22125,Defaulted,439340
2359,295123,Personal,12,0.14,40011,Active,186320
3931,1187481,Home,36,0.11,41285,Defaulted,351598
5602,525312,Education,60,0.08,17136,Defaulted,104987
2079,1877941,Auto,60,0.14,42480,Defaulted,249954
2885,800739,Personal,48,0.14,3519,Active,208486
8284,93377,Home,12,0.14,5002,Defaulted,404335
9082,1664697,Home,36,0.1,31381,Paid Off,165458
4129,1773118,Auto,60,0.07,21823,Defaulted,176354
3360,1616974,Personal,48,0.1,46525,Defaulted,458012
9559,290895,Education,60,0.1,20540,Paid Off,304737
6456,805114,Education,12,0.13,48832,Paid Off,99615
7829,298439,Auto,24,0.15,31606,Defaulted,269327
5323,499921,Auto,60,0.11,7030,Paid Off,413814
4715,1902090,Personal,12,0.11,24806,Active,77152
4818,1542298,Home,24,0.14,32038,Defaulted,343773
3500,1104245,Education,48,0.1,38649,Active,492201
5095,416294,Home,60,0.09,43524,Paid Off,270148
7674,1829441,Personal,48,0.13,43342,Defaulted,42343
9677,1136165,Auto,12,0.12,49142,Active,22180
5302,329960,Personal,12,0.11,2392,Defaulted,66577
7226,1377771,Education,12,0.13,15194,Active,476384
9504,1523370,Personal,36,0.12,6582,Paid Off,76567
6239,414494,Home,60,0.07,49175,Active,56848
6648,1489938,Home,48,0.08,11012,Active,51122
8402,662436,Education,36,0.07,28606,Defaulted,132956
7949,381034,Education,12,0.09,4864,Paid Off,129602
7738,1062349,Personal,12,0.09,7270,Paid Off,454882
8974,1649244,Personal,48,0.15,35569,Active,313921
8094,603051,Home,36,0.09,26594,Active,323176
7136,511234,Education,36,0.14,26116,Defaulted,248444
7370,1420621,Auto,24,0.14,10818,Active,355148
111,723994,Auto,36,0.09,19446,Paid Off,238745
9580,407138,Education,48,0.11,42527,Active,455585
5242,650176,Auto,48,0.14,36206,Paid Off,290034
3784,354852,Home,36,0.09,12978,Defaulted,350293
696,360963,Auto,12,0.11,16856,Paid Off,492648
7737,1507214,Education,24,0.12,5628,Paid Off,91846
9052,466231,Auto,48,0.11,13074,Defaulted,32573
8446,1694358,Education,12,0.1,35331,Active,198891
1252,344310,Auto,60,0.14,18080,Active,122333
9556,60335,Home,60,0.09,5896,Paid Off,33397
2974,1150003,Education,48,0.15,47546,Defaulted,112812
9780,78325,Home,36,0.11,5150,Defaulted,104314
3409,806372,Personal,12,0.1,48430,Defaulted,446468
257,1662467,Education,12,0.08,49604,Paid Off,370676
3131,1438566,Education,24,0.11,12275,Active,441036
5077,1435329,Home,36,0.13,45193,Defaulted,239381
8623,1874757,Home,24,0.1,28805,Paid Off,254023
117,1527546,Auto,36,0.1,17821,Active,439340
6076,1577825,Personal,36,0.11,2885,Active,329184
2947,503551,Education,36,0.11,27785,Active,201896
6169,1500082,Home,12,0.12,8103,Defaulted,250174
339,11140,Education,60,0.15,18136,Paid Off,182210
1276,972906,Education,12,0.14,5702,Active,101559
8723,689928,Education,36,0.14,28424,Active,183370
3375,283093,Home,60,0.1,36837,Defaulted,196437
6520,489759,Home,48,0.13,44071,Paid Off,365272
1596,1192054,Education,48,0.14,9896,Active,254037
150,1537324,Personal,48,0.11,6049,Paid Off,65260
828,649651,Personal,36,0.08,22292,Defaulted,37002
7870,1869410,Personal,48,0.08,24613,Active,269988
8466,1116607,Auto,24,0.15,15612,Paid Off,43282
9419,1372626,Home,36,0.14,13485,Active,34174
9443,953784,Education,12,0.15,33659,Paid Off,423525
8010,307814,Auto,36,0.09,23868,Active,317298
8448,1472498,Personal,12,0.09,19290,Paid Off,223582
680,969833,Personal,24,0.1,27630,Active,304888
8073,404470,Education,36,0.11,45615,Paid Off,266818
6479,1539555,Auto,24,0.11,27600,Defaulted,144602
9834,1572060,Personal,12,0.13,39003,Active,429089
3111,1966586,Auto,36,0.07,48326,Active,406413
2982,1124407,Auto,36,0.09,19966,Active,233653
5075,1306376,Auto,24,0.09,39655,Defaulted,151614
9991,1291589,Auto,60,0.12,33748,Active,393813
6473,1725270,Personal,36,0.12,40850,Defaulted,285047
242,1013971,Auto,60,0.13,2301,Active,59493
5054,1565037,Home,24,0.11,16311,Paid Off,448215
479,119293,Personal,24,0.09,36386,Defaulted,78029
5214,45758,Education,36,0.14,8804,Active,392573
5030,107565,Auto,48,0.13,25861,Paid Off,215190
8965,1362699,Education,36,0.09,6695,Active,356072
8400,643994,Auto,60,0.1,1376,Defaulted,135010
9737,83611,Auto,36,0.08,6006,Active,102034
8148,1497528,Personal,24,0.13,47509,Paid Off,232424
2625,516108,Personal,12,0.13,6152,Defaulted,439061
480,897546,Education,24,0.11,2616,Defaulted,488545
7691,1366218,Education,48,0.11,41738,Active,241829
1548,1370592,Home,24,0.12,12302,Active,45361
9195,75454,Personal,24,0.11,7010,Paid Off,214463
1958,1729302,Home,48,0.15,20459,Paid Off,447566
1637,942183,Education,48,0.11,46638,Paid Off,139556
3756,502932,Education,36,0.08,27958,Paid Off,397198
2260,182777,Education,12,0.09,22750,Active,322107
1192,263904,Auto,12,0.08,38401,Paid Off,191653
9423,460704,Personal,12,0.12,43848,Active,368025
2017,1690829,Home,12,0.11,46034,Defaulted,12407
7042,1147671,Auto,36,0.12,7977,Defaulted,255634
520,1778578,Education,60,0.09,46619,Defaulted,87945
5035,760303,Personal,60,0.11,9049,Paid Off,317567
8210,1867428,Personal,24,0.14,1289,Paid Off,248041
9701,1672805,Education,60,0.14,8670,Paid Off,59834
4625,1454829,Personal,48,0.11,28601,Active,298870
2284,1345951,Home,24,0.08,37197,Active,131683
2151,1947896,Education,24,0.08,13237,Active,289748
936,24667,Home,48,0.09,12289,Defaulted,218387
236,1998533,Education,24,0.11,43133,Paid Off,280001
3173,96055,Personal,12,0.1,3518,Defaulted,36121
1971,1093346,Personal,12,0.12,1604,Active,241058
9134,429777,Education,36,0.12,26590,Defaulted,17379
390,872700,Home,12,0.12,30400,Defaulted,330001
2808,1207427,Auto,12,0.15,15439,Active,360958
3851,1506376,Auto,60,0.12,2939,Active,160809
5080,63248,Education,48,0.1,13196,Paid Off,233657
5143,1099623,Home,48,0.13,7668,Active,379551
3503,163715,Home,48,0.11,38633,Active,202315
9470,1864739,Auto,60,0.07,17210,Active,110138
7665,946106,Personal,12,0.07,5153,Active,176983
629,1243632,Education,12,0.14,3676,Defaulted,162208
4494,25866,Auto,12,0.08,43221,Paid Off,169914
8347,692371,Personal,24,0.14,4242,Defaulted,480101
5978,1909786,Education,12,0.08,48805,Active,396105
1150,925697,Personal,48,0.12,40288,Defaulted,143692
8468,1628056,Home,12,0.13,1113,Defaulted,257227
3051,883655,Auto,12,0.1,23471,Active,257285
7194,1094312,Education,12,0.14,4245,Defaulted,40784
7086,1226655,Education,36,0.08,12098,Defaulted,375828
7735,146769,Home,12,0.1,9316,Defaulted,397192
8174,1078582,Education,60,0.12,31913,Defaulted,484599
8828,114656,Personal,48,0.13,2399,Active,74540
873,796217,Education,12,0.1,25281,Active,348713
9101,1735438,Personal,60,0.13,47560,Active,49836
20,1734570,Auto,12,0.13,7183,Active,372611
5645,739457,Auto,12,0.08,21998,Active,343040
5360,1100611,Education,60,0.13,29294,Defaulted,5228
6250,1988910,Personal,36,0.11,2206,Paid Off,295171
4811,127212,Home,48,0.14,33031,Paid Off,159953
8731,819057,Auto,60,0.1,39297,Paid Off,66450
8048,670693,Auto,12,0.13,28630,Paid Off,218333
2980,1018973,Education,48,0.08,2384,Paid Off,391978
5733,1849505,Education,60,0.11,15152,Active,376822
241,301945,Auto,36,0.1,45091,Defaulted,332484
3053,1908465,Home,24,0.1,25512,Paid Off,216872
395,159569,Personal,48,0.13,42937,Active,17141
5322,1585184,Education,36,0.12,29303,Defaulted,301991
4315,1478812,Education,36,0.15,5535,Paid Off,233285
4514,421021,Auto,12,0.11,43832,Paid Off,181707
3297,63562,Auto,36,0.08,13534,Defaulted,29427
5333,728261,Auto,36,0.12,28735,Active,77737
2406,1384217,Education,60,0.1,6590,Active,11839
8692,1115983,Auto,24,0.13,31652,Paid Off,487400
3542,1053233,Home,48,0.12,9025,Paid Off,105101
7947,1211227,Home,60,0.13,31650,Paid Off,272655
8978,22760,Personal,48,0.13,5952,Defaulted,29385
2261,1651836,Auto,36,0.13,44450,Defaulted,58576
2539,1765666,Auto,36,0.13,10175,Active,205118
8413,1785735,Education,12,0.14,23947,Active,466246
1923,1945863,Education,48,0.13,7274,Paid Off,466874
6412,13050,Education,48,0.15,12734,Paid Off,273012
1107,774390,Home,48,0.15,40527,Defaulted,497631
4838,1820735,Education,12,0.08,33584,Defaulted,450589
6021,841092,Education,12,0.11,1347,Paid Off,485277
2091,509500,Home,60,0.13,30318,Active,435316
1611,97406,Home,24,0.15,18319,Paid Off,305603
5071,1629000,Auto,60,0.14,18208,Defaulted,300186
3948,1753801,Home,24,0.1,27942,Paid Off,237160
8016,1382738,Home,60,0.12,41837,Defaulted,378637
160,1015911,Personal,36,0.14,40266,Active,140736
9592,590752,Home,48,0.1,39755,Paid Off,30416
4403,1340925,Auto,12,0.08,36758,Active,378699
2386,232118,Auto,60,0.15,18938,Active,315389
9996,773180,Home,12,0.11,24367,Active,241601
887,1330009,Home,36,0.07,28213,Paid Off,207200
5769,316683,Auto,60,0.09,22654,Paid Off,95669
6049,778177,Home,36,0.15,42649,Defaulted,327091
939,350479,Education,36,0.11,27266,Paid Off,271652
3492,1571413,Home,60,0.12,47983,Defaulted,460894
2151,1929114,Personal,48,0.08,34869,Active,254699
8247,1969133,Home,36,0.11,37168,Defaulted,94100
9210,1769451,Home,36,0.11,3378,Active,269668
9522,1902461,Personal,48,0.12,16486,Defaulted,489163
8687,1253744,Education,24,0.09,23104,Defaulted,444926
1164,114920,Personal,36,0.1,7438,Paid Off,123401
4129,213778,Auto,48,0.1,20799,Active,224547
5475,1121422,Auto,12,0.12,22005,Paid Off,103156
8244,491166,Auto,12,0.12,33710,Defaulted,202350
3074,591398,Home,24,0.11,22771,Active,234889
329,669040,Personal,12,0.1,42727,Paid Off,85122
7786,1179760,Education,12,0.14,44778,Active,446332
1669,1170008,Auto,36,0.11,32097,Paid Off,66477
8340,117271,Education,12,0.11,11859,Paid Off,284676
3577,1701735,Home,24,0.07,17506,Active,465481
8324,1845072,Personal,24,0.08,8648,Active,55327
2306,79585,Home,24,0.09,3601,Paid Off,48887
1299,506865,Auto,12,0.1,36388,Active,458289
7228,1376011,Personal,48,0.08,4501,Defaulted,306608
7074,780915,Education,48,0.07,33747,Active,419980
6290,1104728,Auto,24,0.11,36065,Defaulted,317852
4937,1449389,Home,12,0.08,30799,Paid Off,75965
824,946479,Home,24,0.07,48167,Paid Off,218339
5785,349458,Personal,60,0.07,43118,Active,41973
5957,1054893,Auto,36,0.1,13579,Defaulted,93838
4591,431355,Auto,24,0.09,49925,Paid Off,437301
6766,331791,Auto,48,0.09,46332,Paid Off,454508
4697,1845468,Personal,60,0.11,1744,Paid Off,23774
8065,168450,Home,36,0.07,40414,Active,444587
7728,198887,Personal,48,0.14,5993,Paid Off,158490
1439,246002,Auto,12,0.11,49664,Paid Off,160655
3987,1172162,Education,60,0.13,33204,Defaulted,495282
8956,1637639,Personal,36,0.1,1799,Defaulted,128251
5213,916066,Education,24,0.11,7022,Paid Off,268905
2724,562098,Personal,60,0.13,46928,Active,111882
7788,334925,Home,48,0.1,36111,Defaulted,58014
3987,1621180,Education,24,0.15,28624,Paid Off,94837
571,1716577,Home,48,0.14,24479,Defaulted,131725
9808,161822,Home,12,0.12,8102,Active,316060
4649,1100241,Home,60,0.1,4291,Paid Off,121723
1686,1710421,Education,48,0.09,11895,Paid Off,61088
8616,464102,Education,12,0.1,12816,Active,294851
2632,637984,Personal,12,0.11,32837,Active,333096
2586,467513,Education,36,0.07,4422,Active,407175
9808,879483,Personal,12,0.09,9919,Active,132720
9960,570459,Personal,60,0.09,37564,Active,146918
2221,650580,Home,36,0.13,24787,Paid Off,355773
1648,1610045,Personal,48,0.12,12661,Active,306754
762,808229,Personal,12,0.13,38320,Paid Off,291802
4042,553377,Education,12,0.11,1932,Paid Off,420116
1192,194385,Education,12,0.09,10037,Paid Off,163458
4680,1401468,Auto,12,0.12,44650,Defaulted,420138
781,1788133,Education,48,0.1,38437,Active,115111
2026,906850,Auto,60,0.14,2155,Defaulted,283107
2626,1513735,Personal,36,0.08,6162,Defaulted,68511
3993,1800395,Auto,12,0.08,28612,Active,50785
6914,377694,Education,48,0.12,36877,Active,366836
8621,1941168,Education,60,0.07,33553,Defaulted,103453
952,1085506,Home,48,0.09,8654,Paid Off,476298
7903,1737712,Home,36,0.14,14164,Active,163009
9389,385333,Auto,24,0.13,29044,Active,72443
7949,1566673,Home,24,0.12,49300,Defaulted,44396
2695,1645754,Education,48,0.11,14768,Paid Off,136380
3511,1930249,Personal,60,0.07,32319,Active,100750
3969,1532375,Auto,24,0.14,32852,Defaulted,223657
4467,19461,Education,60,0.14,3041,Defaulted,298960
286,218673,Home,24,0.07,30893,Paid Off,391091
3162,824047,Personal,60,0.12,20353,Paid Off,97165
9424,1370253,Education,12,0.11,24888,Defaulted,491937
2594,950164,Auto,60,0.14,10106,Active,268044
5693,1150101,Home,24,0.11,44426,Active,275950
9133,1522366,Home,60,0.1,48234,Active,239318
6295,1801118,Home,24,0.14,48671,Active,489729
4672,360306,Home,48,0.11,25886,Paid Off,434174
9049,1673604,Education,12,0.14,18490,Paid Off,248240
9778,1705240,Home,24,0.08,25770,Active,269678
6763,246903,Personal,48,0.11,2240,Active,486217
855,730889,Education,12,0.14,6491,Active,193221
5920,41527,Home,48,0.08,7861,Active,92622
9407,1543311,Education,48,0.11,5225,Paid Off,129235
7577,87202,Education,12,0.1,10893,Paid Off,103015
7524,1325982,Personal,36,0.13,30691,Defaulted,13393
9894,1757088,Home,24,0.11,47536,Paid Off,117928
6201,397035,Personal,36,0.14,8173,Active,292518
4581,1515539,Home,36,0.14,38096,Defaulted,431486
1140,803330,Education,36,0.15,38497,Paid Off,298224
6385,1778773,Auto,24,0.12,44327,Active,31873
7397,803396,Personal,60,0.14,12365,Defaulted,403084
842,1160991,Home,24,0.07,45834,Active,73487
3836,1751733,Personal,60,0.08,1791,Paid Off,498430
8904,887343,Education,24,0.11,12371,Active,10899
8418,317005,Education,24,0.08,30748,Defaulted,454962
2616,768993,Personal,36,0.1,33507,Defaulted,208148
1605,160506,Auto,60,0.15,1679,Active,376593
3831,1852149,Auto,24,0.11,22136,Defaulted,101626
2632,1439902,Home,48,0.12,35088,Active,407469
8958,697725,Auto,60,0.14,36603,Active,248599
4871,134379,Personal,48,0.09,47265,Active,30817
6746,68622,Home,24,0.14,2922,Paid Off,432369
6642,1381162,Home,60,0.15,8704,Defaulted,424896
5591,11305,Home,12,0.12,4281,Active,382634
8943,1691352,Education,36,0.1,49017,Paid Off,31389
8713,360697,Personal,12,0.13,41037,Active,254512
5003,712940,Home,12,0.1,21044,Paid Off,390444
7324,735422,Education,12,0.12,13380,Paid Off,486637
9886,896292,Auto,36,0.09,43966,Paid Off,51730
8453,114151,Home,48,0.07,15220,Defaulted,105511
9990,769601,Home,24,0.1,17104,Paid Off,38366
8692,168328,Auto,12,0.1,22446,Paid Off,460772
8032,1917697,Home,48,0.12,35842,Active,115848
7191,1842704,Personal,60,0.1,45408,Defaulted,412824
8018,522746,Education,12,0.12,4167,Paid Off,273515
580,1541506,Education,12,0.09,3516,Paid Off,493818
5269,1605144,Education,24,0.13,32472,Paid Off,428580
1851,258610,Auto,36,0.08,29041,Defaulted,231721
5909,1043954,Auto,48,0.11,30250,Paid Off,42252
2139,1101504,Personal,60,0.1,5795,Paid Off,240567
2192,1543799,Auto,36,0.11,33170,Defaulted,303321
5982,64284,Personal,36,0.09,14549,Defaulted,316828
2222,88158,Education,12,0.12,37383,Defaulted,64389
3216,1744668,Education,48,0.1,23020,Paid Off,295087
4798,468242,Personal,36,0.14,26196,Defaulted,449390
6278,1750046,Home,24,0.11,15339,Defaulted,415686
540,658003,Auto,24,0.13,8905,Active,341829
4332,1438061,Education,60,0.12,21164,Paid Off,447638
1735,1973957,Personal,36,0.1,5029,Defaulted,66069
3943,225445,Auto,12,0.1,45726,Paid Off,149990
7951,296025,Personal,12,0.14,45027,Paid Off,38291
9807,1264082,Auto,12,0.1,10019,Paid Off,267594
5706,1722012,Education,12,0.09,33382,Paid Off,109411
5818,1496107,Personal,24,0.12,23903,Active,64593
5160,301345,Personal,24,0.14,15545,Paid Off,27289
9019,586252,Education,48,0.08,33661,Defaulted,309003
6602,159249,Personal,60,0.08,13488,Paid Off,353871
9156,575722,Personal,60,0.14,33064,Paid Off,142005
6121,631762,Auto,36,0.14,1448,Active,81293
7909,1017402,Home,12,0.13,33336,Defaulted,37427
4719,377963,Education,36,0.13,42541,Active,127444
5592,1987766,Personal,60,0.09,24232,Paid Off,27841
2105,1861610,Education,48,0.1,37923,Active,107135
6828,640683,Personal,12,0.13,46638,Paid Off,6687
9738,1678470,Auto,36,0.1,35852,Active,204496
9783,959545,Home,48,0.1,14787,Paid Off,432372
7655,236623,Auto,48,0.1,35890,Paid Off,227799
4044,291096,Education,36,0.08,23648,Paid Off,264211
4275,1866958,Education,48,0.13,28328,Paid Off,369194
27,409079,Personal,60,0.07,44126,Defaulted,390220
9330,315512,Education,60,0.08,29493,Active,86426
2947,687908,Auto,60,0.11,30673,Active,424907
7905,1777036,Personal,12,0.14,1635,Defaulted,286807
5874,631359,Education,48,0.13,39255,Defaulted,126253
2038,867699,Education,48,0.14,7014,Defaulted,379308
6963,62326,Home,36,0.14,30040,Defaulted,135717
5896,176791,Auto,36,0.14,41615,Paid Off,440783
1809,251185,Education,12,0.07,36164,Defaulted,42226
8897,1725429,Auto,60,0.08,24173,Defaulted,454243
1703,287902,Education,60,0.12,43430,Active,453601
3093,1382659,Personal,48,0.13,17274,Defaulted,162981
7268,1741209,Education,60,0.09,25365,Paid Off,383242
3247,1057227,Personal,60,0.12,36840,Defaulted,317531
271,1621409,Auto,60,0.14,6012,Defaulted,254824
5168,1998863,Education,12,0.12,19059,Active,243982
9569,1327769,Home,36,0.12,8585,Paid Off,31081
6137,243923,Education,24,0.08,21575,Active,246876
7780,635708,Auto,12,0.14,48248,Paid Off,56007
6718,292345,Personal,60,0.1,7789,Defaulted,165835
9569,413161,Auto,12,0.15,12935,Paid Off,157560
2892,246318,Auto,48,0.15,20039,Defaulted,29071
1967,1695213,Auto,24,0.12,28057,Active,460581
9099,1026009,Education,24,0.13,5319,Defaulted,423778
4814,642108,Education,48,0.11,28754,Active,333138
3805,1284014,Home,12,0.15,42244,Active,292403
9950,1205522,Home,60,0.07,9073,Active,178304
6497,1549310,Personal,12,0.14,42100,Defaulted,390038
1567,1943622,Personal,48,0.09,1799,Paid Off,370517
8555,1970941,Education,60,0.09,23362,Paid Off,63453
5782,1663867,Auto,60,0.09,22418,Defaulted,332053
4681,1262127,Home,12,0.11,40697,Active,254503
5396,26416,Home,36,0.08,15301,Paid Off,185422
202,1947320,Personal,36,0.1,25142,Defaulted,84686
1931,1412619,Home,60,0.08,13840,Defaulted,105302
7088,1061548,Home,36,0.13,47877,Paid Off,377286
8806,805670,Personal,12,0.08,12883,Active,158967
4270,1093859,Home,60,0.09,12108,Active,415712
5372,1656498,Auto,12,0.07,28121,Active,202597
3437,1947477,Education,36,0.1,46173,Defaulted,168905
1177,1356468,Personal,48,0.09,4503,Active,409803
9511,1928999,Education,60,0.11,39883,Defaulted,180976
7823,524891,Education,12,0.1,8562,Paid Off,173884
2993,182653,Education,24,0.09,25115,Active,6943
9756,1591363,Education,48,0.11,24704,Active,238570
2412,656880,Auto,36,0.12,2317,Paid Off,69984
9125,897695,Auto,36,0.11,13279,Defaulted,368645
3772,298463,Home,48,0.14,14605,Active,156777
5795,705698,Auto,24,0.08,16959,Defaulted,250410
7508,455669,Home,12,0.09,41273,Defaulted,424066
8457,764890,Personal,36,0.11,26151,Active,196815
6318,1487472,Auto,48,0.1,36665,Active,492071
7851,716601,Auto,60,0.09,7791,Paid Off,78856
507,1629244,Auto,36,0.11,22241,Paid Off,444766
1387,166647,Home,60,0.1,49579,Paid Off,259194
4029,145794,Education,48,0.11,24818,Paid Off,199705
250,311017,Education,48,0.09,23869,Defaulted,33471
2566,1090630,Home,48,0.14,12758,Paid Off,474810
8677,1558069,Personal,48,0.13,3717,Defaulted,323938
196,1645193,Personal,60,0.12,33013,Defaulted,428254
1298,419192,Home,60,0.12,16878,Paid Off,188807
5485,391323,Education,36,0.13,24796,Defaulted,374001
9879,1370738,Auto,60,0.15,47270,Defaulted,216600
5205,422675,Auto,48,0.07,31067,Defaulted,7155
2196,1308765,Personal,48,0.09,22023,Paid Off,25080
1361,1366954,Education,48,0.13,49683,Paid Off,95313
2661,1840667,Auto,48,0.13,32506,Defaulted,328348
6692,1746988,Home,12,0.13,39346,Defaulted,251722
9264,657394,Auto,48,0.14,5187,Paid Off,177267
1944,1245369,Home,60,0.14,48803,Defaulted,6424
1062,1166756,Personal,24,0.13,46089,Active,113615
1229,632694,Personal,48,0.13,39740,Defaulted,458676
8417,776295,Auto,60,0.11,44624,Active,231476
2485,931597,Home,36,0.11,4604,Active,61440
7262,1385478,Education,48,0.09,30531,Active,448763
1456,1389508,Auto,24,0.12,21086,Active,76359
8193,1152185,Personal,12,0.14,46961,Active,434177
1534,1377106,Auto,60,0.13,46890,Active,18207
8494,386089,Education,60,0.11,48450,Defaulted,257464
4582,1319106,Auto,60,0.15,23769,Active,8277
2658,621324,Personal,12,0.11,5405,Defaulted,189670
