customer_id,account_age_years,total_credit_accounts,accounts_in_delinquency,total_credit_limit,credit_balance,credit_utilization_ratio
2927,5,8,3,40258,22539,0.559863878
2928,9,10,3,17311,10410,0.601351742
2929,15,6,1,44081,21889,0.496563145
2930,7,9,2,44138,24664,0.558792877
2931,16,5,1,16481,15227,0.923912384
2932,16,7,0,46040,16068,0.349000869
2933,8,4,2,17344,6670,0.384571033
2934,12,8,2,32009,5554,0.173513699
2935,12,9,1,32288,4730,0.146494054
2936,19,9,2,28447,17764,0.624459521
2937,3,2,3,49650,6917,0.139315206
2938,1,3,3,15274,5621,0.368010999
2939,1,10,2,22704,3553,0.156492248
2940,9,7,2,6987,22485,3.218119365
2941,6,8,3,5732,1838,0.320655967
2942,15,1,3,22715,11082,0.487871451
2943,13,7,0,10674,18286,1.71313472
2944,2,4,1,32050,29874,0.932106084
2945,11,6,3,31579,8740,0.276766205
2946,5,9,1,10640,28561,2.684304511
2947,4,7,2,49830,6686,0.134176199
2948,4,8,3,19486,29734,1.525916042
2949,16,1,0,35415,20902,0.590201892
2950,16,10,3,13844,17737,1.281204854
2951,13,3,0,8702,16671,1.91576649
2952,16,7,2,29293,21989,0.750657154
2953,18,4,2,18286,17275,0.944711801
2954,1,2,0,37448,3171,0.084677419
2955,14,7,0,23031,24568,1.066736138
2956,6,10,0,25530,5378,0.210654132
2957,17,4,3,35473,17850,0.503199617
2958,14,1,2,36369,15544,0.427396959
2959,9,9,0,35438,29493,0.832242226
2960,17,1,0,7315,16538,2.260833903
2961,6,9,2,45040,9916,0.220159858
2962,4,10,3,19489,20928,1.073836523
2963,9,5,2,47562,11109,0.233568815
2964,3,9,0,38741,27555,0.711261971
2965,4,5,0,22996,15023,0.653287528
2966,12,6,3,42200,10373,0.245805687
2967,6,7,0,7743,3137,0.405140127
2968,19,3,3,42232,1599,0.037862285
2969,2,9,2,24038,23801,0.990140611
2970,13,6,0,23990,22633,0.943434764
2971,14,3,1,22139,16999,0.767830525
2972,9,7,1,43979,4431,0.100752632
2973,7,9,1,19451,3918,0.201429232
2974,10,6,0,46839,26317,0.561860842
2975,11,2,2,38610,16757,0.434006734
2976,10,7,3,32807,17316,0.527814186
2977,20,3,1,14701,5814,0.3954833
2978,14,6,0,29396,12406,0.422030208
2979,13,4,3,37812,3253,0.08603089
2980,16,3,2,32236,26138,0.81083261
2981,18,1,3,6603,8058,1.220354384
2982,10,3,1,17133,20693,1.207786144
2983,18,6,2,28774,18680,0.649197192
2984,4,3,2,13263,14792,1.115283118
2985,6,7,2,10679,9312,0.87199176
2986,14,7,0,48404,29939,0.618523263
2987,4,5,0,12322,3155,0.256046096
2988,8,9,3,25955,23440,0.903101522
2989,10,4,0,31561,15999,0.506923101
2990,5,3,0,25036,11195,0.447156095
2991,4,5,1,18539,23201,1.251469874
2992,18,10,3,40764,3446,0.084535374
2993,10,7,3,12062,27589,2.287265793
2994,8,1,0,42391,29504,0.695996792
2995,18,4,2,32566,6549,0.201099306
2996,9,7,0,17756,21977,1.23772246
2997,1,10,0,23316,13789,0.591396466
2998,20,4,3,9693,19313,1.992468792
2999,20,9,3,35613,3582,0.100581248
3000,3,9,0,22814,21289,0.93315508
3001,10,2,3,26474,17273,0.652451462
3002,5,3,3,9034,15432,1.708213416
3003,6,9,0,23535,6171,0.262205226
3004,13,9,3,40253,21578,0.536059424
3005,11,8,3,38870,20998,0.54021096
3006,4,4,0,25998,2105,0.080967767
3007,20,1,1,23941,18481,0.771939351
3008,8,5,0,31010,12160,0.39213157
3009,8,1,3,48135,4530,0.094110315
3010,5,6,2,38282,2375,0.062039601
3011,17,1,0,7857,22829,2.905561919
3012,6,1,3,47091,10775,0.2288123
3013,1,10,3,18032,25355,1.406111358
3014,1,9,2,7115,11565,1.625439213
3015,13,3,3,43801,3212,0.073331659
3016,19,2,1,31783,16582,0.521725451
3017,14,4,2,8817,18463,2.09402291
3018,5,4,0,36435,22869,0.627665706
3019,18,4,1,20792,8058,0.387552905
3020,11,4,0,25797,17869,0.692677443
3021,8,8,1,22876,20809,0.909643294
3022,17,10,3,29624,10778,0.363826627
3023,1,10,2,44660,8422,0.188580385
3024,4,1,2,15775,5739,0.363803487
3025,8,10,2,18321,20196,1.102341575
3026,3,6,3,13580,29583,2.178424153
3027,16,8,3,21907,15181,0.692974848
3028,9,6,2,14720,3128,0.2125
3029,4,6,0,46021,3798,0.082527542
3030,17,2,2,45040,17295,0.383992007
3031,16,7,0,35905,3619,0.100793761
3032,16,3,2,9655,28103,2.910719834
3033,12,4,3,37446,16883,0.450862575
3034,14,4,0,30238,27152,0.897942986
3035,2,5,1,7275,13791,1.895670103
3036,4,3,2,23289,24435,1.04920778
3037,16,9,0,8660,17335,2.001732102
3038,11,4,1,38371,3220,0.083917542
3039,2,9,2,35986,10713,0.297699105
3040,4,5,1,34568,17012,0.492131451
3041,3,1,0,20450,19986,0.977310513
3042,14,7,0,45369,14294,0.315060945
3043,10,10,2,36871,26764,0.72588213
3044,2,9,3,47945,9110,0.190009386
3045,10,3,3,27286,23980,0.878838965
3046,2,4,3,43233,26668,0.616843615
3047,8,9,3,22955,6600,0.287519059
3048,13,8,0,5776,13259,2.295533241
3049,6,1,1,47811,22025,0.460668047
3050,5,2,1,18115,28512,1.573944245
3051,10,9,2,42911,6280,0.146349421
3052,9,9,2,10223,4954,0.484593564
3053,7,8,3,48692,8163,0.167645609
3054,9,9,3,11392,20234,1.776158708
3055,7,5,2,43890,10518,0.239644566
3056,8,5,3,37261,21060,0.565202222
3057,1,1,2,47908,9909,0.206833932
3058,19,9,3,34395,18501,0.53789795
3059,2,4,0,22916,9895,0.431794379
3060,10,7,0,26639,28581,1.072900634
3061,2,10,2,15854,23439,1.478428157
3062,4,6,0,38961,1340,0.034393368
3063,12,6,2,25127,4610,0.183467983
3064,2,2,0,32985,3350,0.101561316
3065,9,8,2,36338,16997,0.467747262
3066,12,5,3,7096,20501,2.889092446
3067,6,7,2,26420,17301,0.654844815
3068,13,1,0,10036,25399,2.530789159
3069,14,8,0,16641,2886,0.173427078
3070,17,2,2,13628,22543,1.65416789
3071,17,1,3,8620,24969,2.896635731
3072,8,8,1,19566,26399,1.349228253
3073,12,4,0,42768,25453,0.595141227
3074,5,5,3,8536,14660,1.717432052
3075,6,1,0,7738,13380,1.729128974
3076,8,9,3,19278,25058,1.299823633
3077,20,10,1,44007,10040,0.228145522
3078,7,1,1,7191,10594,1.473230427
3079,13,5,0,23639,25564,1.081433225
3080,2,1,3,13107,1599,0.12199588
3081,16,8,1,26631,22680,0.851639067
3082,5,10,2,17454,9363,0.536438639
3083,9,9,1,19779,19367,0.979169827
3084,14,10,2,16051,26330,1.640396237
3085,7,7,0,28575,3667,0.128328959
3086,4,8,3,42740,21072,0.493027609
3087,19,5,2,20486,25388,1.239285366
3088,14,5,1,21731,22199,1.021536054
3089,19,9,1,49595,26414,0.532594011
3090,7,5,3,34484,15332,0.444611994
3091,20,8,3,48662,23957,0.492314332
3092,6,6,1,20998,24081,1.146823507
3093,1,10,1,38098,4585,0.120347525
3094,3,3,3,45136,9364,0.207461893
3095,7,3,0,41834,24984,0.597217574
3096,3,8,1,8109,21797,2.688000987
3097,12,8,3,38010,29025,0.763614838
3098,20,3,0,47481,4907,0.103346602
3099,11,2,0,9238,26083,2.823446633
3100,4,8,0,33066,21386,0.646767072
3101,2,9,2,44869,24697,0.550424569
3102,19,8,0,15886,13224,0.832431071
3103,20,7,1,40686,8111,0.199356044
3104,13,7,1,33471,23918,0.714588748
3105,1,10,3,24937,21290,0.853751454
3106,7,3,1,9814,8822,0.89891991
3107,20,1,1,46905,7289,0.155399211
3108,11,6,0,6453,24681,3.824732682
3109,6,4,2,43820,7447,0.16994523
3110,7,8,2,23712,13997,0.590291835
3111,3,5,0,17402,21446,1.232387082
3112,1,9,0,21020,6591,0.313558516
3113,5,9,1,22465,27368,1.218250612
3114,13,9,0,13996,6893,0.492497857
3115,11,3,1,30005,6829,0.227595401
3116,5,9,3,41791,18361,0.439352971
3117,1,9,0,21136,4770,0.225681302
3118,11,9,0,31878,9716,0.304787
3119,11,4,2,44706,23416,0.523777569
3120,10,3,0,11688,29955,2.56288501
3121,10,10,0,22581,9473,0.419511979
3122,5,3,2,11060,5794,0.523869801
3123,3,8,3,11304,11447,1.012650389
3124,2,5,0,19837,14719,0.741997278
3125,5,2,0,24102,22708,0.942162476
3126,4,7,2,32506,20957,0.644711746
3127,5,9,1,6014,6561,1.09095444
3128,16,4,1,36457,29009,0.795704529
3129,10,5,1,29411,21688,0.737411173
3130,20,5,3,11217,22688,2.022644201
3131,16,8,0,24699,16878,0.683347504
3132,20,8,2,27637,9504,0.343886818
3133,14,9,3,21196,17620,0.831288922
3134,13,2,0,24582,23375,0.950899032
3135,9,5,1,43793,26401,0.602858904
3136,7,5,2,24495,11803,0.481853439
3137,19,7,3,31969,25870,0.809221433
3138,6,4,3,13032,3393,0.260359116
3139,3,5,2,8209,18876,2.299427458
3140,2,7,2,28480,17099,0.600386236
3141,19,8,0,37510,3002,0.080031991
3142,14,4,1,16844,11281,0.66973403
3143,20,7,3,11621,13201,1.135960761
3144,3,9,1,30591,4481,0.146480991
3145,11,10,0,20795,23278,1.119403703
3146,2,6,1,30831,7716,0.250267588
3147,20,2,0,34025,20515,0.602939015
3148,3,2,3,31053,25679,0.826941036
3149,19,10,3,47541,20972,0.44113502
3150,8,6,1,9301,28088,3.019890334
3151,16,7,1,44041,6634,0.150632365
3152,2,3,1,14847,12609,0.849262477
3153,15,2,3,13069,4647,0.35557426
3154,20,7,1,8800,6113,0.694659091
3155,19,8,1,17576,26359,1.499715521
3156,12,6,3,26519,20996,0.791734228
3157,15,10,3,15525,7891,0.508276973
3158,19,1,2,27533,9306,0.337994407
3159,10,6,3,21933,24442,1.114393836
3160,5,3,1,27712,21158,0.763495958
3161,12,6,0,34299,3810,0.111081956
3162,15,7,1,38743,10266,0.264976899
3163,15,1,1,12384,27905,2.253310724
3164,13,4,3,32044,28074,0.876107852
3165,16,9,3,9863,11996,1.2162628
3166,2,7,2,44649,23133,0.518107908
3167,2,9,0,40458,25382,0.627366652
3168,2,6,2,27580,19227,0.697135606
3169,9,1,1,39091,18407,0.470875649
3170,17,4,3,10834,22318,2.059996308
3171,8,4,2,35605,29149,0.818677152
3172,15,6,2,36409,5397,0.14823258
3173,5,6,1,10226,9252,0.904752591
3174,13,5,1,36306,11254,0.309976312
3175,3,9,0,21711,28917,1.331905486
3176,8,4,3,44767,14408,0.321844216
3177,8,3,1,25585,21083,0.824037522
3178,20,5,0,26445,6770,0.256003025
3179,15,9,2,40756,23792,0.583766807
3180,20,10,3,34662,12278,0.35422076
3181,8,3,0,12111,22305,1.841714144
3182,19,9,3,11993,2029,0.169182023
3183,9,8,0,5232,10015,1.914181957
3184,5,7,3,20936,8907,0.425439434
3185,2,9,1,34878,30000,0.860141063
3186,8,4,2,26420,27032,1.023164269
3187,9,6,3,42719,27127,0.635010183
3188,4,2,1,8462,28379,3.353698889
3189,11,7,3,40569,11335,0.279400527
3190,19,2,1,21856,10677,0.488515739
3191,17,1,3,49227,18743,0.380746338
3192,9,1,1,44900,2449,0.05454343
3193,17,4,3,20978,25888,1.234054724
3194,20,5,1,29679,9278,0.312611611
3195,14,9,3,36957,4516,0.122196066
3196,1,3,1,35792,25480,0.711890925
3197,19,8,3,21185,1460,0.068916686
3198,2,6,2,44730,17573,0.392868321
3199,15,6,3,15928,17271,1.084316926
3200,10,8,1,11382,8531,0.749516781
3201,3,4,3,42303,16619,0.392856299
3202,10,1,1,15188,24242,1.596128523
3203,13,2,2,25699,1454,0.056578077
3204,5,1,1,9927,19267,1.940868339
3205,17,5,1,13156,8398,0.638339921
3206,1,8,0,10958,13703,1.250501916
3207,20,6,3,9965,24373,2.445860512
3208,5,5,1,20501,8149,0.397492805
3209,11,8,1,42889,10555,0.246100399
3210,5,6,3,47596,23172,0.486847634
3211,14,4,2,46638,6947,0.148955787
3212,2,3,2,17820,16470,0.924242424
3213,2,4,0,22276,8262,0.37089244
3214,1,10,2,9175,7805,0.850681199
3215,5,7,3,23268,18390,0.790355854
3216,3,2,0,20216,29349,1.451770875
3217,12,5,2,46242,21763,0.470632758
3218,14,2,2,17624,7829,0.444223786
3219,5,5,3,13435,11954,0.889765538
3220,16,2,3,26992,3911,0.144894784
3221,19,2,0,44386,6470,0.145766683
3222,20,3,3,16803,6851,0.407724811
3223,13,3,0,7233,9009,1.245541269
3224,5,1,2,37022,5563,0.150262006
3225,1,8,2,40726,21817,0.535702009
3226,10,3,3,7030,8296,1.180085349
3227,6,6,2,35585,4929,0.138513419
3228,14,4,2,49094,19806,0.403430154
3229,7,2,0,14607,2225,0.152324228
3230,6,10,3,24705,26485,1.072050192
3231,11,2,2,35596,5919,0.166282728
3232,18,10,1,18357,21397,1.165604402
3233,20,3,2,9074,22934,2.52744104
3234,5,9,1,44774,14483,0.323468978
3235,2,5,3,49986,24493,0.489997199
3236,19,4,2,44000,3596,0.081727273
3237,12,1,0,5013,14016,2.79593058
3238,20,7,0,29334,4448,0.151632917
3239,6,4,0,39314,1639,0.041689983
3240,9,4,1,48312,5339,0.110510846
3241,8,10,0,7610,21184,2.78370565
3242,10,1,1,16162,3229,0.19978963
3243,12,8,3,14475,16000,1.105354059
3244,1,5,1,11958,14438,1.207392541
3245,5,3,0,24426,16972,0.694833374
3246,12,5,2,37047,7287,0.196696089
3247,1,4,1,25528,4492,0.175963648
3248,8,3,1,44425,3027,0.06813731
3249,14,8,0,44837,1763,0.039320204
3250,6,2,2,20771,12611,0.607144577
3251,7,3,2,23005,20982,0.912062595
3252,11,9,1,33504,27468,0.819842407
3253,6,4,2,44627,19360,0.433818092
3254,2,10,3,45132,15650,0.346760613
3255,12,2,3,47072,7421,0.157652107
3256,9,1,2,48092,24179,0.502765533
3257,15,3,0,9820,7447,0.758350305
3258,12,9,2,23266,1383,0.059442964
3259,6,8,3,31894,24118,0.756192387
3260,15,5,3,49064,10015,0.204121148
3261,10,9,1,22069,6140,0.278218315
3262,15,10,1,44253,5024,0.113529026
3263,17,2,0,42471,3568,0.084010266
3264,14,10,1,17487,10021,0.573054269
3265,1,1,0,26979,21037,0.779754624
3266,20,7,3,31688,19352,0.610704368
3267,18,2,1,27570,23018,0.834893
3268,8,1,0,24843,6118,0.246266554
3269,16,8,3,25597,2007,0.078407626
3270,11,9,0,24115,27886,1.1563757
3271,14,8,0,38021,28068,0.738223613
3272,6,10,2,15103,17379,1.150698537
3273,5,9,2,12319,16676,1.353681305
3274,9,7,0,33941,7306,0.215255885
3275,20,8,1,14676,17038,1.160943036
3276,17,4,3,44620,25522,0.571985657
3277,5,1,1,43615,21517,0.493339447
3278,18,8,0,33384,25214,0.755271987
3279,12,1,1,34889,23257,0.666599788
3280,14,7,3,16575,21838,1.317526395
3281,11,6,0,22858,22744,0.995012687
3282,9,8,2,20611,5967,0.289505604
3283,5,8,2,41371,9693,0.234294554
3284,6,9,1,12403,24297,1.958961542
3285,13,2,3,34020,2574,0.075661376
3286,15,6,2,44150,6131,0.138867497
3287,5,1,3,15855,6433,0.405739514
3288,18,4,2,44569,4179,0.093764724
3289,12,9,1,46789,17133,0.366175811
3290,14,10,2,18549,14826,0.799288371
3291,7,1,1,24656,23117,0.937581116
3292,13,7,1,20655,14627,0.708157831
3293,16,3,2,47943,28802,0.600755063
3294,18,7,0,20077,12618,0.628480351
3295,4,6,3,34165,18096,0.529664862
3296,2,9,1,12885,15415,1.196352348
3297,9,9,0,47447,9969,0.210108121
3298,12,6,2,40546,22305,0.550115918
3299,13,2,0,40650,11102,0.273111931
3300,19,3,1,28712,28729,1.000592087
3301,13,7,0,20816,12692,0.60972329
3302,18,8,0,31898,21881,0.685967772
3303,14,1,1,45440,9333,0.205391725
3304,19,10,3,34185,6491,0.189878602
3305,19,6,3,5376,15793,2.937686012
3306,7,4,2,28598,8072,0.282257501
3307,15,4,1,15820,9828,0.621238938
3308,11,7,1,24968,19125,0.765980455
3309,15,3,1,28042,1435,0.05117324
3310,16,4,2,29134,19594,0.672547539
3311,12,6,0,49885,10579,0.212067756
3312,13,7,2,10973,26425,2.408183724
3313,14,1,0,28001,11745,0.419449305
3314,13,10,2,30692,15181,0.494624006
3315,20,8,0,9666,3803,0.393440927
3316,13,6,3,9291,24443,2.63082553
3317,6,8,3,43906,28991,0.660296998
3318,9,5,3,6789,6873,1.012372956
3319,19,7,3,28501,23128,0.811480299
3320,5,2,0,49583,16443,0.331625759
3321,18,1,0,20705,7036,0.339821299
3322,9,1,1,20049,9860,0.491795102
3323,6,4,3,29073,24989,0.859526021
3324,15,7,3,10208,4422,0.433189655
3325,4,2,1,41151,23076,0.560764015
3326,9,2,2,30576,14924,0.488095238
3327,12,5,0,40665,15385,0.378335178
3328,7,10,2,31151,27383,0.879040801
3329,18,10,0,44297,21650,0.488746416
3330,6,9,3,33395,6543,0.195927534
3331,5,9,2,21391,20783,0.971576831
3332,14,1,2,42870,25475,0.594238395
3333,9,8,2,18805,25691,1.366179208
3334,6,4,2,16497,11812,0.716008971
3335,18,7,1,43077,24281,0.563665065
3336,18,4,2,17301,13988,0.808508179
3337,7,7,2,17301,19931,1.152014334
3338,4,10,3,15001,24679,1.64515699
3339,7,3,0,39463,5809,0.147201176
3340,3,3,1,35548,25840,0.726904467
3341,8,8,2,19310,10782,0.558363542
3342,1,10,2,32016,7533,0.235288606
3343,2,9,2,8426,1361,0.161523855
3344,8,3,2,35698,11230,0.31458345
3345,17,2,0,32902,17296,0.525682329
3346,1,5,3,47363,5982,0.126301121
3347,7,3,1,41232,27067,0.656456151
3348,4,4,0,44794,29039,0.648278787
3349,3,4,3,34692,28117,0.810475037
3350,5,3,1,6692,4425,0.661237298
3351,5,9,1,23502,29201,1.242490001
3352,12,2,1,33159,13563,0.409029223
3353,1,8,3,45820,7157,0.156198167
3354,3,3,3,26603,24015,0.902717739
3355,15,2,0,13626,2887,0.211874358
3356,5,6,1,6342,3533,0.557079786
3357,4,9,1,43074,16856,0.391326554
3358,6,2,2,23324,24442,1.047933459
3359,1,2,1,34100,1178,0.034545455
3360,5,8,3,49471,9670,0.195468052
3361,1,1,1,19373,8493,0.438393641
3362,12,1,1,18850,15576,0.826312997
3363,6,5,0,12827,18979,1.479613316
3364,20,7,1,21700,27678,1.275483871
3365,2,4,2,7715,21454,2.780816591
3366,13,5,3,7329,16520,2.254059217
3367,19,4,3,49494,22485,0.454297491
3368,10,10,2,38738,7098,0.183230936
3369,7,2,1,19654,28127,1.431108171
3370,12,8,0,44357,22455,0.506233514
3371,6,3,2,40954,24744,0.604190067
3372,2,2,1,29503,23735,0.804494458
3373,9,5,2,16808,19882,1.1828891
3374,11,1,1,38316,16053,0.418963357
3375,7,9,3,29220,18775,0.642539357
3376,4,5,2,40110,18595,0.4636001
3377,4,10,2,13829,1999,0.144551305
3378,13,8,0,43744,26483,0.605408742
3379,9,6,0,20391,25066,1.229267814
3380,20,7,1,38819,6971,0.179577011
3381,17,3,3,29364,4185,0.142521455
3382,6,6,0,26864,22885,0.851883562
3383,18,9,3,5975,13116,2.195146444
3384,13,7,0,15481,9953,0.642917124
3385,18,8,2,10083,27881,2.765149261
3386,19,3,3,39734,2178,0.054814517
3387,9,3,1,43198,19640,0.454650678
3388,10,6,3,9194,22271,2.422340657
3389,8,10,2,32421,27794,0.857283859
3390,8,8,0,41124,20448,0.497227896
3391,11,3,0,24518,15114,0.616445061
3392,9,4,1,41552,24629,0.592727185
3393,7,8,2,27527,6079,0.220837723
3394,19,3,2,37889,15972,0.421547151
3395,20,9,2,19129,29832,1.559516964
3396,6,2,0,35935,29895,0.831918742
3397,9,5,3,9767,26857,2.749769632
3398,14,2,3,5397,19544,3.621271077
3399,18,8,1,28926,20100,0.694876582
3400,13,5,1,24877,4180,0.168026691
3401,5,8,3,27276,5467,0.200432615
3402,14,1,2,49381,14655,0.296774063
3403,8,7,3,12704,9787,0.77038728
3404,20,8,2,22083,10068,0.455916316
3405,6,5,0,28925,5586,0.193120138
3406,4,7,1,14499,24577,1.695082419
3407,14,9,2,31556,15603,0.494454303
3408,2,4,3,5070,8298,1.636686391
3409,2,9,1,21508,19156,0.890645341
3410,11,4,2,44254,10607,0.239684548
3411,5,10,2,16223,14433,0.889662824
3412,10,6,3,7406,19610,2.647853092
3413,16,4,1,10681,16007,1.498642449
3414,6,10,0,5338,23922,4.481453728
3415,2,5,3,13845,3276,0.236619718
3416,13,1,1,11531,25236,2.188535253
3417,18,6,0,41126,1771,0.043062783
3418,15,9,3,16263,12263,0.75404292
3419,14,5,2,25741,5449,0.211685638
3420,8,3,1,14695,18957,1.290030623
3421,17,7,3,16663,18049,1.083178299
3422,19,2,2,35390,20743,0.586126024
3423,17,8,2,14313,4482,0.313141899
3424,3,5,0,37806,24338,0.64376025
3425,3,1,2,38285,8528,0.222750424
3426,9,10,0,25902,9335,0.360396881
3427,16,9,3,38494,12371,0.32137476
3428,9,2,2,30822,18941,0.614528583
3429,4,3,2,22163,19053,0.859676037
3430,5,3,0,14050,24936,1.77480427
3431,16,1,0,20282,19161,0.944729317
3432,5,1,1,29506,19250,0.652409679
3433,16,4,1,49429,27144,0.549151308
3434,2,2,0,40759,23885,0.586005545
3435,9,7,1,20101,14141,0.703497338
3436,11,1,3,6978,13198,1.891372886
3437,13,3,1,30561,10637,0.348057982
3438,13,5,1,24046,25103,1.043957415
3439,8,1,3,29998,7515,0.250516701
3440,15,2,1,37754,5346,0.14160089
3441,16,2,1,24216,10456,0.431780641
3442,5,1,2,32769,15268,0.465928164
3443,11,10,0,11277,14744,1.307439922
3444,4,3,0,6836,22216,3.249853716
3445,7,9,2,30005,12717,0.423829362
3446,19,9,1,44600,8825,0.197869955
3447,12,1,3,19134,23839,1.245897355
3448,4,10,0,26045,2805,0.107698215
3449,14,6,1,35260,24316,0.689619966
3450,11,3,2,46995,27871,0.593063092
3451,6,6,0,15309,19431,1.26925338
3452,10,7,0,19836,25009,1.260788465
3453,2,3,3,10371,18978,1.829910327
3454,12,1,2,7072,18372,2.597850679
3455,4,1,3,12766,7725,0.605122983
3456,19,2,3,21318,13563,0.63622291
3457,1,5,3,17577,5619,0.319679126
3458,14,2,1,49175,4256,0.086548043
3459,11,6,3,8679,20523,2.364673349
3460,12,4,1,34477,23509,0.681874873
3461,10,3,1,16084,24537,1.525553345
3462,20,1,1,17998,28177,1.56556284
3463,2,1,0,19323,24282,1.256637168
3464,4,7,2,24037,10875,0.452427508
3465,19,1,2,5484,19094,3.481765135
3466,12,6,2,32508,29567,0.909529962
3467,13,7,2,18053,7921,0.43876364
3468,10,9,0,29735,3011,0.10126114
3469,15,3,2,10268,1891,0.184164394
3470,6,5,3,38666,8828,0.228314281
3471,1,1,0,14981,26956,1.799345838
3472,16,9,0,15731,5750,0.36552031
3473,6,5,2,49355,6897,0.139742681
3474,15,3,3,25391,8129,0.32015281
3475,14,4,0,28236,13185,0.466957076
3476,18,6,1,32585,27240,0.83596747
3477,20,6,3,41365,14220,0.343768887
3478,4,2,0,28006,24299,0.867635507
3479,16,8,2,7250,26975,3.720689655
3480,13,6,3,44110,2415,0.05474949
3481,20,2,0,16000,17303,1.0814375
3482,11,5,3,23176,7217,0.311399724
3483,18,5,1,28891,26040,0.90131875
3484,18,5,2,38121,5464,0.143333071
3485,4,5,1,23788,29235,1.228980999
3486,10,2,2,13446,21765,1.61869701
3487,3,9,3,11658,17565,1.506690685
3488,3,2,1,33018,14509,0.439426979
3489,11,3,2,11157,26298,2.357085238
3490,9,10,3,22628,10374,0.458458547
3491,11,3,2,13989,22925,1.638787619
3492,11,4,3,28406,9163,0.322572696
3493,1,5,1,37432,11093,0.296350716
3494,2,9,0,7507,15969,2.1272146
3495,8,1,2,31151,25046,0.804019133
3496,16,1,2,29007,14029,0.48364188
3497,4,2,2,10346,17120,1.654745795
3498,16,9,3,21384,26330,1.231294426
3499,9,1,1,6449,11530,1.787874089
3500,20,2,0,44659,19655,0.440112855
3501,2,2,3,27525,17430,0.633242507
3502,4,8,1,28722,16811,0.585300467
3503,9,7,0,20740,11853,0.571504339
3504,7,8,2,12147,3499,0.288054664
3505,11,1,2,38548,4721,0.122470686
3506,20,1,2,9002,6285,0.698178183
3507,14,6,2,48082,23532,0.489413918
3508,16,10,0,11739,24611,2.096515887
3509,2,2,0,21766,27125,1.246209685
3510,5,2,1,47332,28481,0.601728218
3511,20,1,3,5846,10616,1.815942525
3512,11,5,1,29318,4700,0.160311072
3513,12,1,2,19943,3072,0.154039011
3514,7,6,2,6683,20940,3.133323358
3515,1,3,1,45418,26534,0.584217711
3516,20,1,3,27193,27802,1.022395469
3517,5,5,1,36516,26314,0.720615621
3518,10,8,0,29677,9397,0.316642518
3519,19,2,2,10345,17838,1.724311261
3520,19,9,1,40100,28616,0.71361596
3521,3,5,1,31334,4001,0.127688773
3522,1,9,1,21082,15075,0.715064984
3523,1,5,1,35639,20640,0.579140829
3524,12,7,0,29425,25510,0.866949873
3525,6,8,0,8533,8267,0.968826907
3526,2,10,1,25642,17300,0.674674362
3527,17,4,1,41004,18810,0.458735733
3528,20,3,1,33474,21014,0.627770807
3529,8,8,3,32291,28302,0.876467127
3530,20,10,0,40999,1488,0.036293568
3531,10,1,1,23438,19966,0.851864494
3532,20,9,1,17857,7524,0.421347371
3533,10,5,2,15516,15044,0.969579789
3534,18,5,1,45108,3402,0.075418994
3535,19,10,1,23148,17776,0.767928115
3536,1,5,3,7760,24151,3.112242268
3537,14,6,0,18814,20330,1.080578293
3538,15,9,3,44336,12987,0.29292223
3539,9,7,1,23596,4059,0.172020681
3540,15,1,2,40212,21188,0.526907391
3541,6,8,2,13367,14940,1.117677863
3542,5,1,2,20357,6454,0.317040821
3543,15,9,0,35015,23374,0.667542482
3544,6,7,3,37255,25184,0.6759898
3545,3,3,3,17988,11754,0.653435624
3546,18,8,3,47800,22193,0.464288703
3547,3,9,2,12624,14803,1.172607731
3548,13,6,2,12368,21148,1.709896507
3549,6,2,2,31554,16709,0.529536667
3550,10,10,1,35783,18873,0.527429226
3551,11,8,1,29929,2761,0.092251662
3552,9,2,3,35707,19629,0.549724144
3553,11,2,2,21730,22971,1.057109986
3554,18,7,1,20472,4119,0.201201641
3555,6,5,2,9820,9576,0.975152749
3556,16,3,1,26881,4939,0.183735724
3557,17,6,2,26008,2784,0.107043986
3558,1,9,2,41862,25066,0.598776934
3559,12,5,1,18748,20127,1.073554512
3560,2,1,1,31769,8950,0.281721175
3561,13,8,3,45899,6033,0.131440772
3562,16,8,0,17378,24234,1.394521809
3563,2,7,2,34025,20013,0.588185158
3564,13,6,0,33031,11724,0.354939299
3565,16,10,2,33271,28321,0.851221785
3566,11,8,3,25203,24669,0.978812046
3567,19,5,1,43613,20107,0.461032261
3568,2,3,3,47761,27342,0.572475451
3569,1,9,2,48708,10008,0.205469327
3570,16,2,1,20189,5925,0.293476646
3571,20,4,0,27445,10980,0.400072873
3572,10,7,0,9219,17184,1.86397657
3573,14,2,0,15414,8509,0.552030622
3574,15,3,3,30983,11305,0.364877513
3575,5,4,2,9957,28633,2.875665361
3576,7,6,3,45513,24280,0.533473952
3577,15,2,2,5692,18355,3.224701335
3578,4,4,0,22785,18204,0.798946675
3579,13,4,0,11344,7436,0.655500705
3580,10,3,1,20282,13780,0.679420176
3581,12,5,3,33503,10080,0.300868579
3582,20,1,1,38311,13099,0.341912245
3583,16,2,2,17555,7170,0.408430647
3584,7,1,2,20511,29686,1.44732095
3585,11,7,2,41477,4885,0.117776117
3586,11,4,2,20148,21535,1.06884058
3587,7,2,2,6038,11696,1.937065253
3588,16,5,3,31064,25297,0.814351017
3589,9,2,3,10720,23332,2.176492537
3590,18,10,3,30923,21900,0.708210717
